word,onset1,vowel1,tone1,onset2,vowel2,tone2,specTilt_1,specTilt_2,specTilt_3,specTilt_4,jitter_1,jitter_2,jitter_3,jitter_4,shimmer_1,shimmer_2,shimmer_3,shimmer_4,hnr_1,hnr_2,hnr_3,hnr_4,amp_1,amp_2,amp_3,amp_4,f1_1,f1_2,f1_3,f1_4,f0_1,f0_2,f0_3,f0_4,specTilt_1_v2,specTilt_2_v2,specTilt_3_v2,specTilt_4_v2,jitter_1_v2,jitter_2_v2,jitter_3_v2,jitter_4_v2,shimmer_1_v2,shimmer_2_v2,shimmer_3_v2,shimmer_4_v2,hnr_1_v2,hnr_2_v2,hnr_3_v2,hnr_4_v2,amp_1_v2,amp_2_v2,amp_3_v2,amp_4_v2,f1_1_v2,f1_2_v2,f1_3_v2,f1_4_v2,f0_1_v2,f0_2_v2,f0_3_v2,f0_4_v2
nani,n,a,L,n,i,L,-5.820951058,-6.428529454,-5.858208142,-7.732084023,NA,0.00489,0.00532,NA,NA,0.0021,0.01916,NA,-0.791472716,0.430582597,0.836941412,-0.730814958,62.07847441,63.7363483,64.0827289,61.08080997,703.8689702,706.5355353,696.4170912,658.1003553,117.8488479,116.2664494,115.8333379,113.2913216,-10.62569083,-13.16121469,-8.693975882,NA,0.17526,0.15203,0.17531,NA,0.17465,0.15513,0.07674,NA,3.571706797,3.688969838,2.025383122,-2.332241347,57.34883182,56.90710679,55.28346349,51.39371564,362.3546278,372.0829755,371.4965259,423.5965837,110.3456253,109.6955195,109.952952,NA
nina,n,i,H,n,a,M,-6.795698589,-7.030838661,-6.90360547,-7.517695517,0.03593,0.00645,0.00871,0.00263,0.10271,0.01159,0.00532,0.00188,11.46714254,14.10541867,14.66167636,16.03478092,62.16891518,63.39463685,63.57323044,63.32510922,372.4746088,384.6804936,395.9146472,399.8834769,150.6861685,153.1021646,154.4534934,153.8264561,-12.85279732,-8.984499422,-9.713172531,-9.189059107,0.03189,0.00302,0.0078,0.00199,0.07751,0.04518,0.00385,0.00693,5.111345761,12.4348637,10.70770418,15.47327736,64.09091901,63.91027389,64.76738628,64.73720287,643.6701263,698.5230333,695.8246215,660.1474099,132.8630803,128.8453698,130.5498816,133.6328949
nani,n,a,H,n,i,L,-6.808040282,-6.156311389,-6.297657894,-4.817364471,0.00674,0.00515,0.00308,0.00365,0.3019,0.02511,0.00437,0.18311,12.25239527,13.08423187,14.63985813,10.99053178,67.05575169,69.86334009,69.63712312,66.98219444,735.652924,765.1583042,713.6752474,661.8431267,156.3812918,160.2321119,163.2033069,165.6199343,-6.62274893,-12.42526881,-15.15686386,-10.23801738,0.0077,0.0281,0.01538,0.02936,NA,0.04694,NA,NA,8.13136002,7.582881135,8.747427143,8.532143165,62.10115006,64.24527838,63.0515043,60.22575178,342.063673,340.5409478,369.303306,378.4670539,151.1934677,140.4877333,130.6609979,123.238488
nuna,n,u,H,n,a,M,-5.87865845,-6.302148601,-7.818730133,-6.975219208,0.0049,0.00107,0.0027,0.00878,0.04174,0.04173,0.06553,0.03367,13.73523119,16.54766627,18.71861329,16.52440559,60.86537146,62.55693293,63.26916693,62.88396604,407.6197016,427.6158077,380.4516571,359.4025836,153.14162,154.506159,153.1826556,150.3783325,-12.30130897,-8.89100451,-8.991679913,-8.751422801,0.00946,0.00535,0.00509,0.00509,0.05438,0.08263,0.01174,0.04039,7.938248539,14.42760103,13.87036176,10.90165727,64.96006422,64.99655838,64.97079412,64.5107794,647.3551335,690.4812911,692.5068455,659.9058671,134.8447784,132.3576989,133.3556021,136.9409774
nana,n,a,M,n,a,H,-7.681331368,-6.260886636,-6.434603174,-6.615108084,0.00841,0.00755,0.00442,0.00207,0.05903,0.02907,0.01334,0.06346,8.663350389,10.76910572,15.92083166,15.58736145,66.38246318,66.26437427,66.34455873,64.3494252,752.4311411,760.5787026,718.4336061,674.1469375,138.6969931,137.5218006,138.9962753,140.7807097,-5.313745859,-4.170683995,-1.391504292,3.095504435,0.00584,0.00156,0.00728,0.02653,0.11805,0.04282,0.0986,0.16745,13.87102716,19.83957434,13.08783853,9.240101213,67.36958491,68.25089224,63.93182889,56.28905812,733.6780874,740.7327736,764.123969,761.9803256,157.899667,159.8875971,163.7262736,155.3846187
nuni,n,u,L,n,i,H,-10.86483949,-6.832254561,-8.320746613,-8.21495808,0.03508,0.00685,0.17278,0.22958,NA,0.07123,0.33891,0.49314,7.667642592,11.5493143,4.393942848,1.015215611,60.37131174,59.69734443,59.29899623,58.27047582,349.7841098,454.0597789,839.0851313,1073.7436,126.4429506,121.5960675,117.186154,113.5490381,-6.948538187,-10.94102048,-10.34954856,-4.814007904,0.01699,0.01476,0.02451,0.00502,0.07467,0.06867,0.06777,0.09136,7.992561751,8.190221862,7.428668102,10.24188058,60.687537,63.44258842,63.55718196,60.3204105,353.7971176,357.9744719,354.0377349,399.6054885,123.3459322,133.7950125,146.0808236,156.4936094
nuni,n,u,L,n,i,L,-9.493406628,-10.09431812,-7.186848859,-9.271889608,0.1261,0.12987,0.16602,0.21924,0.20635,NA,0.35074,0.31571,4.327342183,3.838063194,1.743250551,-0.420849746,60.89309115,59.26223515,57.16798205,56.15406337,785.5183827,715.8405425,847.3298147,806.2897918,116.2449199,111.7856318,108.3841356,104.7989771,-9.170494803,-9.724522961,-11.05119377,-8.141256203,0.19557,0.20835,0.24359,NA,0.25126,0.28857,0.38249,NA,3.419590811,2.903485529,1.167292861,-1.70662272,58.11492333,57.18458241,56.1539382,54.72808512,386.3441975,387.1854012,409.3927165,433.3306717,107.446998,107.1948502,104.624378,100.6541101
nunu,n,u,H,n,u,H,-4.342106164,-3.748340481,-4.092948832,-2.880857578,0.00653,0.00297,0.00252,0.00821,0.05811,0.03207,0.02345,0.03592,14.2776214,21.65447366,21.76861171,20.27343074,59.9620781,60.85028544,60.17757851,58.09324907,580.6318893,598.996998,632.2909255,508.8370334,158.3215865,160.678091,161.0848685,160.3972925,-3.176280197,-2.03272713,-2.401519702,-2.638849641,0.00594,0.00308,0.00308,0.00452,0.04718,0.03222,0.04923,0.05669,17.08328502,21.55957024,20.51495637,18.41288254,58.58898048,59.28578148,59.38006955,57.40250053,567.5896068,552.5152352,526.8600439,453.7221872,160.4644765,162.4188554,161.6926091,159.5167025
nunu,n,u,L,n,u,L,-9.796067968,-8.832235901,-10.34746181,-8.686951137,0.00978,0.00181,0.0048,0.00714,0.07657,0.04704,0.04771,0.05695,14.67053745,18.17298676,14.42913701,11.30711808,57.01320025,56.08359893,54.85923621,53.43119621,451.4794355,746.5358882,869.031072,989.5914429,137.4337865,133.810314,135.0373073,133.0044437,-9.98810715,-8.705399273,-8.168609654,-4.464717383,0.12747,0.15154,NA,NA,0.2756,0.28386,NA,NA,0.922366849,-0.41284391,-2.89336387,-2.893456279,59.34879772,58.71045187,56.25505459,52.22767361,963.2969209,865.1079843,714.857095,739.511102,118.1946217,112.4099369,104.8866716,102.1199253
nini,n,i,H,n,i,H,-4.900278096,-2.46692282,-2.479218348,-4.788342054,0.01102,0.00205,0.00338,0.01094,0.03935,0.01104,0.02704,0.03057,11.86827221,16.06892992,15.11943965,12.59723781,61.78045726,62.99885005,62.38186911,60.48067174,432.0670608,430.3775621,425.9324219,408.5559512,159.7366089,164.8800062,164.7800305,161.1211757,-2.747561854,-3.594902351,-3.609753937,-3.004821326,0.00769,0.00268,0.00235,0.00496,0.00504,0.00832,0.03853,0.08055,17.50397386,20.30494993,20.02015711,17.40517177,60.61816354,61.29345738,60.84042789,59.29023535,396.7251647,406.8322344,417.8370168,412.3545065,159.9818652,160.1416128,159.7592673,160.0903312
nana,n,a,M,n,a,L,-9.149315242,-7.333202453,-7.231941739,-7.40579076,0.00342,0.00338,0.00177,0.00546,0.03808,0.03708,0.04646,0.10278,15.7758263,18.79440151,16.87218249,11.66451654,65.40705244,67.25368098,67.18721522,64.04366458,707.879229,751.5005148,740.0114601,668.1140947,134.452804,134.5142588,135.0139568,132.5602646,-8.419436282,-7.449977044,NA,0.192202427,NA,NA,NA,NA,NA,NA,NA,NA,-4.898927321,-2.733297305,-3.01225568,-4.709564681,59.51768672,60.08128108,58.43593124,51.5121913,625.9526488,659.3680105,677.9083506,666.1523268,113.8490129,112.2484996,NA,104.1187506
nunu,n,u,L,n,u,H,-11.6466642,-10.95432314,-10.25879952,-10.34592324,0.11221,0.13691,0.14917,0.17256,0.4422,NA,NA,NA,3.768849256,3.025255484,2.774424675,2.942577461,60.95548986,61.05758731,60.64124881,59.10199768,676.2135174,769.1955804,665.334142,778.9724096,118.9463962,117.1852262,115.6753645,112.2743388,-14.96291962,-3.738461354,4.534231731,10.20100175,0.01803,0.01048,0.00505,0.01139,0.08415,0.04602,0.06153,0.10667,7.432773592,9.512262941,15.99045053,14.5650831,65.7496629,62.32626581,58.3520206,52.77787577,693.6954992,723.6708602,579.6917711,504.6128924,142.930636,160.346769,167.3760978,159.9020434
nina,n,i,M,n,a,H,-13.01616044,-13.37300178,-13.49555366,-13.60637426,0.01249,0.00478,0.00153,0.00913,0.08537,0.01771,0.02192,0.04743,20.17159152,16.51157331,23.05346506,21.31613634,64.11667405,65.64946917,66.1232151,64.84136012,328.2909505,324.4703331,325.4750658,323.6189201,142.2164227,142.1855194,143.164597,143.0503732,-6.82390778,-6.80058604,-6.727187104,-5.222350412,0.00367,0.00304,0.00853,0.00579,0.10394,0.0169,0.05953,0.12755,14.91628144,16.98375668,14.5268186,13.59558212,65.05215845,67.85426861,67.20903461,62.92416379,689.5341821,718.064052,719.0628089,688.5680725,155.5049893,156.4140796,155.3486311,155.7130397
nina,n,i,L,n,a,L,-6.015233509,-9.333661688,-8.910957969,-8.231064073,0.03164,0.00536,0.18273,0.14465,0.04849,0.02984,NA,NA,16.84498887,19.75752058,5.045445678,4.65988639,61.70647017,61.76628339,60.03506052,58.51370627,400.4080758,379.1707004,390.5773135,399.6377543,126.3762519,121.2842955,117.4774488,114.1206222,-7.22793606,-6.587739226,-6.535082631,1.361359944,NA,NA,NA,NA,NA,NA,NA,NA,-0.953521445,-0.586589317,-0.573926992,-0.944288306,61.81859341,62.57468397,61.38179889,56.06331688,668.3312655,691.8569664,687.0563922,682.8228308,113.3094115,111.4572739,107.164526,104.4656781
nanu,n,a,M,n,u,L,-10.52158645,-9.515179521,-9.67586614,-9.114868184,0.00445,0.00615,0.00511,0.01539,0.10722,0.02595,0.04847,0.13081,15.75729344,12.45764221,15.08409767,10.60831229,66.21141274,68.018844,67.70908603,64.04831686,712.7262443,746.3887367,706.4833237,620.6812971,140.3762152,140.7637704,141.4792282,137.606209,-10.3799196,-8.880898813,-10.01508914,-4.92308017,0.16648,NA,NA,NA,NA,NA,NA,NA,-1.793270918,-2.206010429,-1.867554809,-2.266817312,57.96833005,57.37882418,56.10325011,51.78368645,588.1397854,664.4345676,577.9156357,450.1466819,111.8657915,107.7446121,105.436262,108.0866889
nani,n,a,M,n,i,L,-8.029749947,-10.12043666,-10.74507143,-9.510416496,0.00615,0.00432,0.00228,0.01244,0.24593,0.02402,0.04183,0.11975,10.08761304,13.65750193,17.98209599,14.89861422,66.86539298,69.24813567,68.08467235,65.37592289,686.4210788,730.1325893,697.9910666,618.9998322,145.1251441,141.4375592,139.6302892,138.3547286,-11.59398628,-11.45211005,-9.716723335,0.781534025,0.16168,0.1996,NA,NA,0.42401,NA,NA,NA,2.466338736,1.468391045,-1.84063937,-3.342112789,61.15729692,59.72326336,57.78019543,51.88570261,382.4703167,373.8264262,378.6128527,370.4662258,116.9292481,109.9156066,101.823329,98.44055464
ninu,n,i,H,n,u,M,-6.742842412,-6.09883332,-6.868425122,-7.040956812,0.0093,0.00367,0.00239,0.01619,0.07694,0.01176,0.03109,0.07479,11.64594397,14.67426484,13.0611976,9.785446029,62.24312482,64.06907981,64.42610598,62.76920435,382.830845,388.6000039,387.7242148,374.0269851,154.0477858,156.7191869,156.0381823,151.9160705,-13.88318066,-10.94626438,-8.998558363,-8.151752152,0.01702,0.00227,0.01115,0.00277,0.0374,0.01507,0.0299,0.13333,18.23231939,21.45438477,13.93701899,18.47737832,60.26964481,59.53011367,57.93807428,54.11613692,728.5435043,654.9914693,663.840663,681.9513032,132.9779905,131.8514496,134.7700264,137.8182955
nuna,n,u,M,n,a,H,-12.72901221,-11.72513259,-13.70979918,-14.28474185,0.01588,0.00281,0.00294,0.00432,0.05055,0.01776,0.03902,0.0521,17.79753214,21.34228879,20.82068048,22.14007333,64.3907138,64.76631091,63.76569025,61.88478211,341.0368112,358.9551223,385.9751377,355.1727139,142.0767644,140.0047216,138.2356573,136.7063114,-4.345080603,-5.298414259,-8.12794096,-2.687436221,0.00345,0.00708,0.0078,0.01378,0.11632,0.05606,0.04394,0.12113,16.52367721,18.16188955,19.09524545,12.19171357,64.57451746,65.81077229,63.23523457,58.08889238,645.7023144,674.6004451,694.1688955,683.2836737,152.4214091,152.5977803,153.0796245,155.7437898
nani,n,a,H,n,i,M,-8.84432658,-8.119955494,-7.680049794,-7.962773383,0.00684,0.00382,0.0039,0.0103,0.19524,0.02895,0.05558,0.08856,13.97959406,16.15792798,13.80110188,13.66484734,68.09155682,69.89957277,69.08768468,65.81977933,721.6491938,744.6510564,697.3852215,603.5901661,148.1623055,148.3887746,150.4155268,149.6653819,-14.68750651,-13.65828637,-16.32939448,-13.74710947,0.00596,0.00318,0.00815,0.00558,0.08608,0.0151,0.01855,0.05705,20.41762877,21.09995312,15.76512385,18.90762897,63.57512985,64.45337763,63.74446365,61.53748049,316.3636261,317.4933234,323.9158224,338.8864892,137.5415731,138.1629589,135.9914645,133.7271797
nuni,n,u,H,n,i,M,-3.91958469,-4.524425299,-5.399290814,-6.589537348,0.0079,0.00182,0.00529,0.02125,0.03535,0.0235,0.02004,0.03681,12.72665804,21.64762404,14.67622142,10.32287924,62.0840083,63.35402581,63.03486755,61.73940671,494.2756457,636.3739095,591.7220618,414.4981202,158.3024321,160.6939046,158.2466309,152.5350822,-14.86254771,-17.67056665,-12.58314314,-13.54317778,0.01908,0.00195,0.00435,0.00587,0.11128,0.00709,0.06246,0.13667,19.04536954,19.69238428,15.13684044,15.00676095,64.07705471,65.46453421,64.18705179,60.69743315,325.9958085,332.5549074,359.8990986,385.2078101,137.9404449,135.861736,132.9400536,130.1589402
nunu,n,u,M,n,u,M,-13.99930045,-11.87683529,-12.7005075,-12.27042782,0.01177,0.00274,0.00174,0.00528,0.07793,0.01116,0.05575,0.06564,15.2655717,23.53473172,21.56433325,17.35209191,63.64421233,63.77797231,63.09899567,61.57600706,405.3241992,479.4362942,466.2654047,434.7068414,134.8400243,133.4784429,132.3885495,130.2574842,-12.03716757,-11.81348381,-11.34248501,-8.278197253,0.00552,0.00296,0.00259,0.0118,0.02985,0.02421,0.10298,0.21471,19.47700117,21.93980331,19.95761694,15.3382516,62.40769722,62.82651886,60.44058201,54.16441593,385.8193536,446.1260161,498.2516869,401.75327,132.8429653,133.2695121,132.7278775,133.0982877
nini,n,i,M,n,i,L,-14.16313545,-15.91040252,-13.9788235,-13.80164755,0.01169,0.00268,0.00457,0.01269,0.06291,0.01122,0.02456,0.08227,17.30308231,18.24372488,14.57316521,13.89789989,65.77052598,67.11983887,66.85261156,64.98485644,331.6344438,329.1760109,327.1843593,328.8492768,138.9785541,139.0116434,137.0370231,132.5466079,-15.92422349,-13.15085045,-9.512399955,-4.864189921,0.11583,0.21257,NA,NA,0.26041,NA,NA,NA,2.692841347,0.607869251,-2.723951398,-2.855058002,61.26967293,59.66581659,57.31910912,54.29011931,380.2472289,400.3140625,397.3232087,367.7709832,115.6652333,108.981685,102.0386017,102.6230356
nunu,n,u,L,n,u,M,-10.62993695,-10.4151298,-9.60066243,-8.597232738,0.02984,0.09639,0.14339,0.18482,0.11584,0.35257,0.35967,0.33446,9.765849776,5.9536648,2.560705754,2.171021916,61.31371981,59.94233721,58.23539437,57.00346415,459.9184435,573.1719113,770.9578681,1023.644192,124.3955436,117.4861071,114.7464785,116.1689601,-14.95005752,-14.58353594,-16.32553154,-10.52682953,0.01066,0.00367,0.00203,0.01487,0.05602,0.01908,0.0637,0.20126,22.3024042,20.35986768,22.89968588,17.74257524,63.81584348,64.31326671,62.25497674,55.94253091,1057.293995,551.8691936,437.991762,451.0426511,138.5506294,136.7465237,135.0105857,132.0716765
nanu,n,a,M,n,u,H,-11.11744066,-9.89510187,-9.51109148,-9.034287253,0.01254,0.00225,0.0007,0.00336,0.27094,0.02132,0.04119,0.07294,12.93963438,18.86666816,18.19123669,17.86509459,64.9891673,67.13987507,65.51926093,62.58719217,661.1935723,715.9609417,671.9835211,592.4946774,138.0682008,136.4780973,135.7951422,136.0993008,-3.715607023,-3.533685696,-1.830254856,3.028178084,0.00377,0.00259,0.00339,0.00773,0.02748,0.02948,0.05116,0.09558,22.93834611,22.62592925,19.34576165,18.36712284,60.87343571,61.01869929,58.66294502,53.54179175,556.8817844,683.3878746,674.4127784,609.3633268,160.7842723,160.9256656,161.0156948,160.3745973
nani,n,a,M,n,i,H,-12.85660156,-9.735670399,-9.897412201,-9.319056463,0.01218,0.00104,0.00543,0.00013,0.17578,0.01159,0.05514,0.08192,12.43153436,20.36734952,16.18182914,16.08493181,65.30487,66.78377964,65.60893434,62.88530642,683.8607613,723.4731266,690.6474799,614.439772,135.8629186,134.5332937,133.5591561,133.4183644,-5.746234225,-4.750489048,-1.721051374,4.694629132,0.00571,0.00213,0.00895,0.01985,0.04327,0.01912,0.05497,0.16084,18.41858535,21.53049325,17.09534939,15.97745654,62.37240861,62.17184139,59.48960695,54.12901398,400.762562,410.2734836,431.5429587,417.3423838,158.2107229,160.8827492,162.5595134,156.8278688
nina,n,i,L,n,a,H,-11.06470775,-10.28483273,-9.878882954,-11.54224178,0.1146,0.08134,0.10116,0.16598,NA,NA,NA,NA,2.394527379,2.532076021,2.374737523,1.981158323,58.45677291,60.23430892,60.23952959,58.57777138,429.4294713,436.3079242,439.7336625,424.7079942,115.8398436,116.3065188,114.8182541,111.1256969,-7.548153753,-8.15451384,-9.797713379,0.215982571,0.00192,0.01281,0.03101,0.01623,NA,0.01929,0.05644,0.15458,-0.134243732,1.057765741,-0.170596808,5.61563447,63.03075606,65.66298953,63.77528977,55.76748375,709.0994835,781.937568,753.3607172,745.0854335,113.4819948,120.0292678,136.7181633,153.9354405
nanu,n,a,H,n,u,H,-7.339959263,-6.839171243,-7.811764324,-6.132460412,0.00512,0.0038,0.00397,0.0041,0.13833,0.01429,0.07909,0.08274,14.32978639,21.65035273,17.20940814,13.12346821,67.34479029,69.2279745,67.77819461,63.49687863,720.3089119,730.5271099,694.1845433,627.1462503,153.5741057,152.3759172,153.6201238,156.2095419,-4.635701117,-4.259667048,-4.037301838,-2.293808428,0.00593,0.0015,0.00228,0.00419,0.03238,0.0421,0.04858,0.08599,20.88606983,23.38327781,20.72049496,19.10320263,60.42019768,59.96943932,58.44412064,56.04508601,492.3338427,502.5487731,487.3655895,450.7454724,160.0746349,159.259192,158.1689355,157.627324
ninu,n,i,M,n,u,M,-14.18791167,-13.99881673,-14.47657157,-14.99916093,0.02234,0.00179,0.00474,0.00428,0.08351,0.01763,0.02133,0.04337,14.10313335,22.22389178,19.26158199,16.30705613,63.36970149,65.16754778,65.25447913,63.71874312,367.427815,362.5182936,350.0299342,338.8708702,136.8929235,137.4174886,137.4957751,136.557669,-12.91113443,-12.0537752,-10.48801257,-10.06589015,0.00139,0.00347,0.0045,0.00302,0.02177,0.00574,0.02444,0.10174,22.50267374,23.56583014,20.49811537,20.49113,62.19218644,62.17041926,60.60873091,58.19376049,403.1105408,500.8120835,537.1374411,432.0231533,139.4593376,138.4027056,138.0475841,137.4324487
nana,n,a,H,n,a,L,-5.505570878,-5.112980337,-6.339569586,-5.160170949,0.00528,0.00381,0.00175,0.00353,0.13563,0.0253,0.01996,0.12729,14.02058133,19.85617011,20.55911251,17.62927569,67.56674426,69.79949554,69.28818051,66.57740448,744.3474521,773.6269605,731.6981534,671.5518747,158.2111021,159.3924012,159.2998908,158.7947914,-6.541820295,-9.488550637,-9.821984484,-2.338693127,0.00894,0.02331,NA,NA,0.0775,0.09824,NA,NA,6.970111365,1.729837688,-1.638405076,-2.252153376,63.73793325,66.38484235,64.43600962,56.04778625,639.231338,659.8538425,668.7834456,628.6106268,153.744006,141.3344524,120.4293371,105.8943388
nanu,n,a,H,n,u,M,-6.582421934,-6.255784988,-6.195272599,-8.206431323,0.00956,0.00317,0.00268,0.00839,0.23194,0.02771,0.06973,0.09239,14.18297217,18.26453902,19.81859361,13.70665232,65.90691554,69.50223747,68.66848002,64.85271448,677.2971967,722.6492112,693.1018508,609.3021266,151.1241776,151.480503,151.3350648,148.094318,-10.5277173,-9.32717648,-9.627380053,-9.913332461,0.01116,0.00396,0.00607,0.00496,0.06644,0.01534,0.03612,0.08931,12.83936831,20.27982251,18.71146037,20.28054123,60.22917729,59.92058375,58.56283101,55.30264309,397.128091,512.4493556,518.1507379,401.0241782,136.4134382,133.0520543,133.3822981,133.9333728
nuna,n,u,H,n,a,L,2.82243861,1.731821809,0.929435544,1.043509062,0.00781,0.00514,0.00169,0.00621,0.02464,0.01164,0.0179,0.04808,18.58334517,19.94346365,22.58839316,20.32765304,61.11880026,61.84634674,61.76657294,60.68708626,550.1792495,594.6218989,609.7402543,460.9674299,164.0055548,165.6930603,166.6247338,166.9687872,-3.37209515,-7.07369663,-10.3831862,NA,0.0067,0.01542,0.04787,NA,0.06743,0.03887,0.12949,NA,9.03356364,2.939475559,-1.584610919,-0.245884064,65.61545174,67.87727413,66.96908416,60.09098169,670.6175444,683.8048361,695.1052675,703.8489236,161.484061,153.1400288,146.1026548,NA
nani,n,a,M,n,i,M,-11.13173769,-9.311566317,-8.486617408,-10.06187255,0.00728,0.00425,0.00286,0.00566,0.10732,0.04072,0.06435,0.10713,10.92814097,16.0249405,17.07356015,15.71975393,65.87434621,67.0561709,66.04906642,63.74709448,689.1722978,709.1130154,662.6558616,584.2279793,135.7455371,134.5025251,134.8764681,134.9770185,-13.35836261,-13.94702852,-13.49107966,-8.203567786,0.00452,0.0038,0.00312,0.02046,0.04983,0.03196,0.04381,0.24076,19.1232853,21.29744975,21.31961041,14.75108342,63.5923318,63.64004718,61.69521306,56.46837821,326.5045709,327.3916715,328.2609406,318.9591648,137.1447489,134.583096,134.4127954,131.9817495
nuna,n,u,L,n,a,M,-10.26823483,-8.492245679,-7.243060053,-6.551164647,0.09873,0.11449,0.14213,0.15309,0.06651,0.35727,NA,NA,3.603545925,2.666837057,0.95829268,-0.050790841,58.81308022,58.61933696,57.16137727,55.27990506,465.3100784,501.6850528,485.9082447,976.1850075,118.0248046,115.863038,113.5986815,115.5209988,-10.24354358,-8.903890206,-6.415637375,-2.200840814,0.0115,0.00288,0.00596,0.0106,0.09447,0.0187,0.11491,0.12348,13.40978095,17.86513239,14.33240436,12.37921129,64.92749876,66.08650701,63.02390665,54.41874728,669.008881,717.6761231,673.4742946,571.9471143,132.4473716,129.9034375,128.6330634,130.2823876
nini,n,i,M,n,i,M,-12.17361223,-14.33404765,-13.73019626,-12.82383045,0.01244,0.00269,0.0027,0.00305,0.09777,0.01001,0.02055,0.0537,20.29847061,23.16648204,19.78491656,19.24487852,64.64095286,66.12603636,66.14471904,64.90683738,333.7320798,329.3604639,323.9549689,314.558804,143.8668801,143.2204913,141.9384873,140.0161161,-11.11749686,-12.66190227,-10.62548692,-5.947836827,0.00239,0.00284,0.00714,0.02195,0.03116,0.03872,0.06749,0.11414,24.50496019,23.03341904,18.63463458,15.16039967,63.9067703,64.29603634,61.61405228,55.73732607,321.6885886,317.7633541,321.2494603,312.4658681,144.1572939,142.6893434,143.645448,138.6119171
nana,n,a,L,n,a,M,-10.37071335,-7.980095945,-7.882773595,-7.712591031,0.00593,0.00167,0.00702,0.00495,0.07193,0.00398,0.05065,0.16215,9.702452483,22.23766769,17.38702603,11.44898076,65.7569208,68.95166118,68.6453998,64.98040623,704.574319,726.7266426,713.789863,676.7915639,125.6489602,122.7070914,121.8685678,121.9792582,-11.45325764,-9.549068789,-8.511341302,-2.406997588,0.00745,0.00222,0.00483,0.01838,0.12721,0.02779,0.1123,0.08744,12.00413118,17.06468263,12.99889827,8.600298075,70.54402705,71.86772471,68.40417142,57.03775247,725.6352233,764.8325237,741.2104423,647.4393106,140.75113,139.2101169,140.4729686,142.2432939
nuni,n,u,M,n,i,H,-3.485183139,-3.45205014,-4.757033111,-5.992590474,0.00791,0.00308,0.00552,0.00321,0.02961,0.01758,0.02752,0.02772,18.55257286,21.54938645,18.2841955,19.9450148,63.10907302,63.64529687,63.44505572,62.47455793,561.6462802,652.5923846,765.4449084,948.316014,157.7321897,158.954475,157.2421429,155.3259062,9.632922831,11.95553439,11.58852285,13.29510781,0.00481,0.00134,0.00159,0.03073,0.01453,0.03119,0.0446,0.21953,17.45919276,22.72772871,20.92018828,15.54997496,64.79004045,64.63394491,62.46931524,56.01254151,456.7721739,481.0955217,586.5872803,571.0286781,177.0129456,179.2329583,177.9392568,170.8918544
nunu,n,u,M,n,u,L,-4.365572348,-3.947604518,-1.520363261,-12.07533793,0.00758,0.00228,0.00723,0.01427,0.05165,0.02609,0.02726,0.0232,18.22937896,22.13777908,14.89146747,11.39249643,63.19839968,64.38360049,63.9532415,63.7663958,668.6523635,704.3591079,631.0931988,745.1588859,153.9658001,156.5201604,152.1063652,141.9874834,-9.695628988,-9.262782801,-5.536681538,NA,0.07602,0.15727,NA,NA,NA,NA,NA,NA,4.250838961,2.132220047,-2.76245815,-2.118877301,61.21044066,59.03060221,54.77491508,49.5199536,675.9109641,632.1259559,695.980926,659.8652179,118.5277538,114.3055902,114.0460309,NA
nina,n,i,M,n,a,L,4.619075341,6.057421977,0.376142098,0.259260546,0.00764,0.00455,0.00147,0.00076,0.0135,0.01592,0.02112,0.0607,12.07351493,13.74848169,17.94265808,18.5142832,65.27834496,66.34625722,66.80837806,65.64876516,445.3513135,451.0647008,453.0874317,454.5376159,175.3671256,179.1937158,181.0120467,181.0011493,-2.10243542,-8.580489046,-5.438408399,NA,0.01971,0.01359,0.05153,NA,0.16137,0.02697,0.10728,NA,8.765715395,3.34983644,1.199406974,1.518102333,69.35951202,71.36700293,69.96518652,60.99939875,669.9304134,745.0396471,775.3954913,788.389641,168.3464316,159.0459917,151.0832237,NA
nanu,n,a,L,n,u,L,-6.565758148,-6.568560016,-6.673341253,-7.864930753,0.0482,0.00857,0.00889,NA,0.21706,0.07874,0.12366,NA,0.84370685,1.617033861,0.818169183,-1.376387576,66.69910985,67.7112984,66.59803675,59.64993178,742.0575852,745.9991218,718.4151698,641.4750417,120.5062642,117.9377792,115.841213,110.7828504,-11.64972145,-9.459837896,-8.955068838,-6.742698267,0.08902,0.17066,NA,NA,0.41832,NA,NA,NA,3.227151897,0.771720248,-1.853233997,-1.852880204,61.66720181,59.90149967,57.82830212,53.9722162,465.6687411,784.2885131,769.9903378,677.5771555,116.9159412,114.5439743,108.8230763,105.3446195
nuni,n,u,M,n,i,L,-13.3972006,-13.12404916,-13.5761019,-14.48420554,0.01612,0.00547,0.00677,0.01203,0.09492,0.01945,0.02849,0.073,21.16537039,20.8301084,17.35744293,13.56979643,64.53638559,66.1621866,66.44138559,64.67269886,607.7540908,614.8692378,575.9400245,492.1778778,141.7289874,142.6801145,141.3966966,134.6105225,-11.88637116,-11.35781202,-10.24529318,-4.223313201,0.10839,0.12512,0.23413,NA,NA,NA,NA,NA,2.271185471,1.658173322,0.823937984,-0.525264625,61.17644222,60.47696863,59.1291393,53.51711,415.1059168,424.3580657,376.2755238,352.2764271,113.1931915,110.1311758,108.8056655,116.6367957
