subj,word,onset1,vowel1,tone1,onset2,vowel2,tone2,trial,block,specTilt_1,specTilt_2,specTilt_3,specTilt_4,jitter_1,jitter_2,jitter_3,jitter_4,shimmer_1,shimmer_2,shimmer_3,shimmer_4,hnr_1,hnr_2,hnr_3,hnr_4,amp_1,amp_2,amp_3,amp_4,f1_1,f1_2,f1_3,f1_4,f0_1,f0_2,f0_3,f0_4,specTilt_1_v2,specTilt_2_v2,specTilt_3_v2,specTilt_4_v2,jitter_1_v2,jitter_2_v2,jitter_3_v2,jitter_4_v2,shimmer_1_v2,shimmer_2_v2,shimmer_3_v2,shimmer_4_v2,hnr_1_v2,hnr_2_v2,hnr_3_v2,hnr_4_v2,amp_1_v2,amp_2_v2,amp_3_v2,amp_4_v2,f1_1_v2,f1_2_v2,f1_3_v2,f1_4_v2,f0_1_v2,f0_2_v2,f0_3_v2,f0_4_v2
mz2,nini,n,i,M,n,i,L,4,2,-0.296815575,-2.943682329,-3.663581546,-3.19263098,0.00719,0.00259,0.00223,0.00525,0.07222,0.02257,0.00849,0.084,13.99057153,21.22499696,23.56958648,22.55224864,68.15385988,69.03930123,68.62876089,66.97087348,366.6288017,368.2815322,373.3886964,372.025363,155.4102064,158.2628707,158.4636423,157.215278,0.122781192,1.284937411,3.179185946,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.531271492,4.330408957,3.303559838,-0.869478828,56.27812346,54.15753314,49.86379807,46.80641985,418.5437713,382.6044896,406.4486143,424.1661584,110.585908,107.1257853,107.4113089,NA
mz2,nana,n,a,H,n,a,L,5,2,-1.234973405,1.452630572,5.680935536,-4.443097055,0.00807,0.0092,0.00292,0.00203,0.14607,0.10722,0.05634,0.07765,7.64370619,7.134932391,17.63727545,16.65335959,71.33466707,76.54905148,77.13544767,72.80723835,712.110853,844.5975324,849.5109052,738.8949862,162.4822972,172.5562796,179.1401252,181.9374061,5.916511497,9.461927999,8.221065307,9.564894723,0.03511,0.04638,NA,NA,0.00486,0.04463,NA,NA,5.042715581,4.165654469,-1.580996118,10.25309228,65.52334322,63.78677242,58.38609402,51.04614248,355.6835003,359.3982752,317.7349034,309.7751192,150.9709007,129.3522977,110.9330713,106.3019465
mz2,ninu,n,i,L,n,u,H,6,2,6.956280099,0.036829125,-3.599802622,-2.755768442,0.0098,NA,0.13054,0.01018,NA,NA,0.03851,0.33856,2.63379233,1.604824778,1.504160201,2.519345878,56.42852732,55.57329207,55.52965381,53.19656471,475.8624815,468.3695067,451.0248992,451.5076109,114.286133,106.4615987,101.5650415,100.4327366,2.593062148,4.691465572,3.398671192,-3.919524602,NA,0.03944,0.02116,0.02199,NA,0.09706,0.05531,0.10439,-6.079573524,2.824301254,7.515213224,8.878186901,51.44868401,57.98300322,58.81436811,54.53512798,612.3836328,475.3191672,467.8667136,410.9324275,111.8985099,138.5881731,172.2286946,195.7490116
mz2,nina,n,i,H,n,a,H,7,2,-0.231101131,1.3352875,-6.247358242,-7.874503004,0.00577,0.00318,0.00179,0.00354,0.08848,0.03219,0.01346,0.01207,16.40194617,18.89263007,22.10522095,20.0905818,69.17703025,70.9255574,71.79237089,71.39063953,452.9572157,446.6123192,433.6101312,425.9406814,174.45342,179.5293447,182.3366704,182.751506,-2.980343222,0.912070825,12.11653241,16.17357598,0.00182,0.00275,0.00598,0.01089,0.02875,0.03782,0.05371,0.09131,15.42608263,17.35059324,13.34796995,NA,72.27393619,68.61648789,61.74360401,54.0626055,742.2428022,749.3540614,642.9158042,480.1396089,180.6802475,181.2483674,179.1721646,180.4272777
mz2,nunu,n,u,M,n,u,L,8,2,-0.304422581,-1.33491973,-0.791045871,-0.47645418,0.00204,0.00335,0.00144,0.00301,0.04351,0.01758,0.02821,0.03981,19.72455208,21.13105058,25.82221196,23.1031757,67.09413444,67.9682469,67.0210549,66.25795642,448.3320819,532.2181943,562.1298164,511.3481414,160.9989861,162.4045212,160.2512545,159.2356457,10.58089393,14.08992145,12.59161472,13.54170372,NA,NA,NA,NA,NA,NA,NA,NA,-22.97756665,-4.03990276,-5.89403944,-7.245382266,58.43005115,54.64760718,51.01353371,45.78798405,350.2426059,450.5545956,410.67688,379.5043552,112.915481,103.8149262,98.53933446,97.84627435
mz2,nanu,n,a,M,n,u,M,9,2,-0.136984399,-0.949780126,-0.238267515,-0.463538925,0.00232,0.00106,0.00207,0.00229,0.04647,0.02032,0.03307,0.03348,21.21872219,23.90790701,18.67500373,18.95993287,71.03023316,72.59652628,70.21599749,66.55458064,771.3071206,790.748173,769.9613233,716.4159301,157.0623981,157.3339339,155.9361162,153.4442143,2.964518638,4.474612795,7.655875681,7.435292755,0.00184,0.00235,0.00222,0.00626,0.07231,0.02951,0.06316,0.08097,21.24563385,22.91277505,22.9489108,18.54839106,62.60963209,60.99518865,57.45985798,52.92671716,529.3822186,537.7640614,583.4864085,686.2759669,158.0873622,155.5461312,152.930019,153.1552365
mz2,nunu,n,u,H,n,u,M,10,2,3.27970073,-0.946104125,0.823928284,-3.332288585,0.0077,0.00339,0.00396,0.00209,0.05832,0.02924,0.01986,0.02149,19.09224485,23.27704669,21.87310945,25.3177809,67.88411931,68.54570035,67.17670274,65.30278239,459.05227,519.2236534,509.471372,432.8505285,171.7782624,175.0471638,172.2639273,168.6918488,1.725774315,1.490835408,4.164629937,12.55548475,0.00216,0.0024,0.00376,0.0175,0.0386,0.04585,0.12325,0.17635,23.54942651,23.81623175,19.04698915,13.52182814,63.39017464,61.76285465,58.60979062,53.67927935,455.9265195,495.2540984,648.5210812,786.6474363,153.5187592,153.110428,149.8312731,149.7908652
mz2,nuna,n,u,L,n,a,M,11,2,12.8531558,11.55750249,13.30100249,3.13726809,0.01206,0.015,0.01459,NA,NA,0.13715,0.10935,NA,22.63626576,14.97979139,7.382130935,-7.129344522,56.77940952,57.14412573,55.12193102,51.36356241,790.720641,388.5512153,429.6743467,535.4536738,120.0966809,122.535754,119.2996176,107.0299134,7.556760674,0.999393133,2.91264613,6.476906059,0.0062,0.00615,0.00285,0.00792,0.15949,0.06674,0.09561,0.1324,10.95758378,12.79219214,15.14289616,9.788732851,69.35856029,72.42614038,67.4510911,58.82537092,844.0406873,819.6789284,747.0195496,663.3284343,150.8455274,154.1944726,154.6251082,150.1585821
mz2,nana,n,a,L,n,a,M,12,2,3.641651262,1.499968615,-1.018494677,-1.143777783,0.00613,NA,NA,NA,NA,NA,NA,NA,3.988497836,-3.979458931,-3.371189294,-2.392836681,60.02741002,61.60061279,62.41012603,62.4549712,733.6174008,780.8144775,740.1187951,726.833468,120.8231313,119.1122775,117.0351616,115.7266852,0.773283802,0.287277322,3.085577781,18.27935777,0.00379,0.00348,0.00406,0.00763,0.08959,0.03678,0.10825,0.15887,15.95205163,16.62280206,14.37135571,11.03567365,70.88026939,70.30930321,65.59861747,54.75424362,791.46529,799.6132551,824.5417848,1103.210767,155.9185429,154.6074816,154.4792562,152.5103799
mz2,ninu,n,i,L,n,u,L,13,2,12.85915173,17.5232364,16.92161648,10.6113626,0.04406,0.03215,0.0345,0.00231,0.01541,0.19674,0.25069,NA,4.45596096,4.641137847,4.111731741,2.742178544,59.85579405,58.24619843,56.46976245,54.94411799,425.8482768,400.7942699,424.0808705,427.2380841,120.9276144,123.906669,123.8077752,115.9033408,5.491963879,0.901284071,2.106493557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809328355,2.129191377,NA,55.0016596,55.56454387,52.69987897,47.27047178,NA,583.5543761,536.3296188,NA,103.2065838,102.0512622,100.8511838,NA
mz2,nuna,n,u,M,n,a,H,14,2,3.202234557,2.675627823,1.979496006,2.085916415,0.00769,0.00556,0.00452,0.00521,0.03089,0.16981,0.03496,0.02047,17.88800217,18.69611176,18.42502363,19.44109091,64.29873487,64.94595201,64.76058097,64.25413639,422.7466695,427.4874511,438.3949412,434.4826374,154.0774684,155.2035153,154.7818913,153.7422847,-0.03348255,-1.550460963,2.696846607,9.316620743,0.00396,0.00357,0.00175,0.04323,0.04624,0.03668,0.07891,0.10217,14.21708556,13.6953867,17.23763916,NA,75.25837927,75.34675181,66.41191076,55.20539039,796.1505636,932.1707197,912.490499,1070.258738,180.8034477,183.1887131,185.0231443,181.634353
mz2,nini,n,i,L,n,i,M,15,2,0.455334938,0.153094846,-0.242835131,0.589496814,NA,NA,NA,NA,NA,NA,NA,NA,4.81215722,4.073252842,3.596869141,3.179265273,55.93967072,56.97849862,56.21390214,55.30262563,414.9193539,442.9588303,469.8860929,451.0146551,118.7978435,116.6014358,113.2663221,113.3333327,2.373037037,-0.889880761,-0.767799159,NA,0.01367,0.00516,0.00335,NA,0.08413,0.04332,0.08185,NA,13.38321408,17.7412328,16.19274103,7.747365177,68.35743126,66.8959626,61.85236471,54.25266775,370.1318317,354.5296088,352.0028905,349.2934508,147.2583084,153.6977417,155.4086827,NA
mz2,nina,n,i,M,n,a,M,16,2,-0.648532815,-1.374960647,-2.803078417,-4.215695084,0.01117,0.00388,0.00378,0.00197,0.09119,0.0293,0.01817,0.01089,18.50173514,19.78441711,20.79467961,21.21814241,67.43543439,69.04824402,69.01679197,68.14849286,386.4295851,384.9934087,383.1942771,395.4788118,157.0614973,158.2439351,160.7519761,161.839946,-1.168763288,-1.074196963,3.731037944,8.360998528,0.00859,0.00313,0.00325,0.00507,0.05011,0.04588,0.08121,0.0826,9.63608541,14.54908233,14.56446856,NA,70.92602865,72.07550543,62.46917594,53.75114217,651.374671,763.5139385,662.2658438,524.7682208,164.0500477,163.4582743,161.447755,158.3963734
mz2,nani,n,a,M,n,i,M,17,2,0.421425597,-1.548774082,-2.468396098,-2.966269495,0.00653,0.00887,0.00711,0.00678,0.16172,0.04736,0.03536,0.08721,12.13185827,8.901904738,11.44476127,15.23234936,71.38124228,75.45971133,76.04081465,74.01393139,737.045791,788.635208,792.3199041,737.0555205,155.3199076,159.3444904,161.107737,160.6319337,-1.011891096,-2.286896046,-0.033983787,10.31948341,0.00478,0.00473,0.00374,0.01159,0.01838,0.02567,0.06382,0.13525,19.53472926,20.13645281,16.45802054,13.86405262,66.58853301,65.38598042,61.21111227,53.31319557,376.0687412,403.2585249,398.0275564,291.3248518,162.612653,162.2996267,162.2468315,162.5699947
mz2,nunu,n,u,L,n,u,M,18,2,-2.096410787,3.740182298,2.07422787,-0.869332932,NA,NA,NA,NA,NA,NA,NA,NA,-2.913333907,-5.318399521,-5.061262182,-0.486139867,54.86503306,51.60962667,51.88707016,51.76983247,522.3686058,569.5175013,541.5489429,512.8516473,105.1801631,106.6117268,105.7006101,105.1523517,4.96266786,0.936258054,0.07013982,4.603033354,0.0094,0.00449,0.0035,0.00914,0.0517,0.08141,0.12416,0.19283,15.17130607,20.48004831,20.09866147,15.92461696,65.20356053,65.86571851,62.00344429,53.75855007,487.863569,509.0344479,536.8730079,464.9927157,148.9233827,155.7924089,157.4182022,154.3344992
mz2,nini,n,i,H,n,i,M,19,2,9.604411329,-7.146945526,1.193137048,-1.348066331,0.00551,0.00186,0.00207,0.00222,0.04583,0.01328,0.00853,0.02109,19.67101725,21.48133293,22.5155871,27.10538569,66.95595002,68.73975944,68.50955238,67.65749673,398.1981706,398.5524856,399.2706291,405.8707222,180.1429085,182.4288996,180.0211435,176.720546,-1.358712465,1.947025706,7.120337372,17.61653048,0.00612,0.00154,0.00296,NA,0.03316,0.0669,0.06608,NA,14.43040691,19.51497952,19.38899255,17.02023354,62.65359192,60.05837832,56.64178435,50.8743121,401.2984705,387.1857191,337.5684063,220.4769472,158.9414165,158.1807964,158.6614802,159.1774242
mz2,nuna,n,u,H,n,a,H,20,2,-7.559185015,-8.44959898,-7.988874839,-8.476571832,0.00595,0.00299,0.00151,0.0027,0.09672,0.05246,0.01915,0.03949,19.89965788,23.43466211,26.84948439,23.72341047,66.54949219,67.3758426,66.1397909,64.80423324,417.2311506,408.4857316,405.0449987,426.0665085,185.1531418,188.2642672,186.8234614,186.1903841,-5.440195122,-1.7143261,5.036139971,19.56760457,0.00242,0.00266,0.0042,0.01992,0.06188,0.13744,0.16324,0.17662,17.5991143,15.50076003,12.38038428,NA,73.19945313,69.85107695,60.33497329,51.70841175,809.9768851,796.5505483,715.9779506,417.9426183,188.352302,189.1962816,186.9118993,188.4094882
mz2,nuni,n,u,L,n,i,L,21,2,9.818504275,8.452300821,4.25160074,5.012418473,NA,NA,NA,NA,NA,NA,NA,NA,-2.07426939,-9.735633469,-7.059657121,0.287646659,58.92938525,56.41116534,53.24904463,50.19327117,395.7704807,406.0829474,463.8091194,481.5571333,110.5202283,107.6296073,103.6685589,102.6864546,9.519751799,7.72535197,2.781599523,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.039367402,5.769274155,5.435642436,4.832002799,56.32087595,53.44378353,49.48302983,46.60398567,335.2592487,343.4269588,378.4551438,397.1765202,101.3282165,97.45539662,95.14351879,NA
mz2,nunu,n,u,L,n,u,L,22,2,19.12200936,15.37899475,4.982322043,7.733270827,NA,NA,NA,0.0518,NA,NA,NA,0.17606,NA,-15.97481136,-12.77642639,-1.423180839,55.41803069,52.90892851,50.38305626,49.71843831,541.4516093,534.803712,538.094881,488.9159821,111.5340511,109.0797766,117.7255372,160.6080817,2.119080954,-6.165325635,NA,NA,0.03004,NA,NA,NA,0.26634,NA,NA,NA,1.595164878,2.021305419,-0.924543734,-5.525512956,49.5858111,45.26329987,41.80590299,40.58486271,462.5879242,516.8349194,586.6643635,601.6210853,98.89220088,91.49961452,NA,NA
mz2,nini,n,i,H,n,i,L,23,2,-1.49283781,-2.357652403,5.180702551,-1.418515698,0.00681,0.00424,0.00171,0.00211,0.02152,0.01788,0.01339,0.02784,15.17047339,18.90344583,25.83865138,25.00747678,66.42091741,65.59459723,64.04969523,63.27504825,367.1406709,370.8693174,376.7592328,369.0854536,183.4216785,190.8613415,193.5005866,191.5953299,2.699808822,3.416258027,3.998592251,4.6542216,0.00711,0.03041,0.04722,NA,0.02162,0.04971,0.02249,NA,13.02280134,8.610463184,4.567715669,5.107005231,61.8255059,62.89306238,60.22270042,53.85117867,354.4235429,356.9379195,374.7964012,371.8191512,182.3024015,166.528053,138.6619291,113.4459135
mz2,nanu,n,a,L,n,u,L,24,2,5.22577552,2.612674304,4.047278313,3.26548476,NA,NA,NA,NA,NA,NA,NA,NA,-7.3491978,-3.341265807,-3.926236474,-5.378396984,64.1387351,64.87616915,61.95939534,57.86652281,633.3476825,699.7380216,743.5930897,694.5452579,111.0289055,105.9984386,101.678364,98.12922256,10.9879901,7.912238921,6.018817806,5.51930699,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.69472785,-4.124256902,NA,56.10038217,55.64151194,52.8199288,49.38862968,NA,695.1085175,491.4599204,NA,100.1455661,99.73330783,98.35655911,97.31641938
mz2,ninu,n,i,M,n,u,H,25,2,0.519869248,-1.591465763,-1.555496879,-1.097762123,0.0047,0.00304,0.00181,0.00447,0.03198,0.02207,0.04119,0.05498,21.0689848,24.74388299,25.01609828,22.8252809,65.9919488,65.95232089,64.56296625,63.22725861,367.6233718,365.6924053,363.5598832,360.2292091,157.7371097,158.7608941,159.3102259,159.7152654,-5.130048246,-3.40506231,-0.898096405,10.60337925,0.0022,0.00202,0.0036,0.0117,0.03872,0.01996,0.05539,0.11275,22.86058307,24.98632853,22.82288866,18.49093465,66.99532051,65.36909862,61.50191172,55.081953,410.18896,443.3658957,404.2417021,347.0420534,185.6693901,187.1747713,188.9990443,194.4130617
mz2,nuna,n,u,L,n,a,H,26,2,9.239525692,12.68957359,10.2812557,0.702690786,NA,NA,NA,NA,NA,NA,NA,NA,-7.829290593,-10.5041089,-9.675949137,-5.637202763,53.67518478,54.45003443,53.07088413,51.99429824,436.5468837,452.3183229,516.3148305,509.334521,113.9412537,116.0310326,113.478848,105.1022514,4.403795745,4.463390629,5.732621579,18.21061681,NA,0.03781,0.02389,0.02345,NA,0.2968,0.0952,0.15104,-2.83429354,-0.119272584,-0.71910265,2.73020911,60.45465628,62.95495863,64.45449519,54.52865592,779.4543239,967.2906183,879.1181838,1147.737148,113.9259187,142.8830423,178.0225796,216.2891772
mz2,nani,n,a,L,n,i,H,27,2,3.099946493,3.004576712,1.299504819,2.216270518,0.08315,NA,NA,NA,NA,NA,NA,NA,-3.462836426,-2.428642776,-2.763242904,-3.054320002,63.48863329,62.28386076,60.48527014,59.59096815,613.5496826,687.5189181,801.1432221,755.3443073,115.8223477,107.656118,104.9666776,104.6323061,8.461612716,5.595425349,1.600665029,12.05926692,0.03109,0.03794,0.02442,0.03259,NA,0.15487,0.10091,0.10105,8.255733955,7.879449086,9.379884377,8.323507217,57.25698631,60.87646636,60.56126875,51.43062381,362.2477,331.9463357,351.3936524,352.9441071,123.6911946,148.034815,181.2140072,201.9474375
mz2,nuna,n,u,H,n,a,M,28,2,-5.932952604,-6.996076013,-7.4508899,-8.582393322,0.00333,0.00204,0.00259,0.00204,0.01226,0.01453,0.01075,0.01241,23.50198238,27.1475641,25.85863882,24.26632671,65.08257587,65.60833093,65.45105924,65.01074643,388.2260144,395.6942327,407.4545574,415.9091086,188.6415963,191.5211937,191.6022977,189.4901008,-0.561732889,0.899407207,5.662341566,14.31817862,0.00429,0.00189,0.00443,0.00667,0.03555,0.03745,0.0669,0.13517,16.68982355,17.94182319,14.45898135,NA,71.93103424,69.12208404,59.9389332,51.74283838,747.6275767,757.24459,668.9930302,772.3937642,164.3476937,163.1698771,161.5747541,162.9089818
mz2,nanu,n,a,H,n,u,L,29,2,2.114287652,-4.225746967,5.977230656,-6.38148084,0.01312,0.0069,0.00232,0.00864,0.06684,0.0328,0.01815,0.06319,6.569561387,8.453004411,20.44648438,20.33191554,72.00552912,74.57735455,74.96027513,73.2130174,793.0941935,897.3926288,890.2665767,745.1124615,177.5861385,188.0935943,193.3828742,192.6063691,4.482917595,8.554109584,20.13996164,14.89536859,0.02171,0.04511,0.07452,NA,0.07238,0.16689,NA,NA,4.551605894,5.189473988,5.578816878,NA,65.64531997,63.11817102,56.8196819,49.83101433,616.0121457,528.4068062,412.8613729,326.8526559,171.5281444,150.7578236,127.330488,115.3589066
mz2,nana,n,a,M,n,a,H,30,2,0.897309037,-0.943904926,-0.834760287,2.908866776,0.00507,0.00283,0.00421,0.00412,0.03925,0.02231,0.03625,0.04589,13.67147876,16.59622856,16.68506956,13.16469921,70.56658315,72.30701511,69.31173797,62.88332608,719.2965425,799.1995405,816.7642389,785.7312405,153.8538894,155.8855432,153.1616601,154.6137401,-2.669413146,-0.665414713,1.769256277,8.697013649,0.01186,0.00338,0.0037,0.01419,0.07473,0.04038,0.06706,0.08604,19.99249854,15.90117751,14.41067162,NA,72.55753108,69.45255318,62.54343151,53.48910967,845.5800414,809.5157081,765.8026974,849.9315845,187.7281135,185.8898035,187.3087923,185.4014591
mz2,nuni,n,u,M,n,i,L,31,2,0.775402517,0.490425662,-0.0624169,0.275456077,0.00695,0.00219,0.0021,0.00197,0.06969,0.05455,0.04697,0.03424,17.97487551,22.02807957,24.77535422,22.22688042,66.7233044,65.55506447,64.60710033,64.46790554,498.2024377,458.4869395,420.7277741,463.4120687,163.698657,162.220532,161.3766896,160.9942631,13.14924192,8.848808038,4.036801009,3.39255372,NA,NA,NA,NA,NA,NA,NA,NA,-5.971153152,-5.921230471,6.832972927,5.220940479,62.20161005,59.17642989,51.79692583,46.63520689,355.047334,329.8727971,319.9328583,276.3906209,113.1280813,102.7634235,92.24315166,90.7768645
mz2,nina,n,i,H,n,a,L,32,2,2.148873759,3.559753668,-4.819885454,-5.200846641,0.01609,0.00386,0.00158,0.00356,0.04414,0.01841,0.01166,0.03717,8.525524084,12.73748614,16.74009775,17.3290372,69.86902891,69.58000959,68.24750284,66.71583667,406.8704201,420.1486707,430.3990603,432.9759365,193.2123939,205.7542102,211.5096928,211.8468331,-5.099286811,1.416012128,NA,NA,0.01884,0.04106,0.07797,NA,0.07911,0.06744,0.18612,NA,-1.578937848,-1.75969752,-3.243561418,NA,75.90426663,73.06640822,66.42621487,53.69312386,680.982857,714.693059,785.4245577,740.9546382,194.1707056,181.4915517,NA,NA
mz2,nunu,n,u,H,n,u,L,33,2,-2.200417582,-6.837528603,-6.897007318,-9.191236137,0.00655,0.00382,0.00231,0.0018,0.05056,0.0248,0.00981,0.01938,17.95886055,23.75047663,27.24205163,27.18946981,66.79468374,67.73355015,68.10936447,67.31591636,440.0971357,476.6164785,496.5321951,458.5384918,193.9093753,199.9196912,201.0723164,199.6970468,-8.907440333,-0.364531066,4.562571951,9.306771711,0.01383,0.02932,0.05252,NA,0.01711,0.06208,0.15333,NA,7.076842168,4.756295494,1.531539587,3.071872246,68.70236881,68.1921087,62.03279069,54.6968041,633.7343282,637.3883239,605.911236,521.6494551,187.9959244,169.6884905,143.0657629,119.7914954
mz2,nanu,n,a,H,n,u,H,34,2,-8.056271392,-1.744524339,-3.761096439,-0.763870818,0.00267,0.0026,0.00113,0.00477,0.10267,0.04798,0.02356,0.05798,17.63992535,16.93259191,22.60580008,19.02206571,72.06173663,73.91530327,74.31063572,72.97560491,791.0566263,855.264629,877.6021488,872.3569814,192.4733109,196.9417567,198.3521968,195.9862759,-2.505910474,4.302021881,6.122349969,7.433073601,0.00422,0.00199,0.0026,0.00173,0.05464,0.0661,0.0788,NA,18.15355784,21.77462892,19.27275057,14.62267563,63.38229229,60.4620137,55.19639485,49.33665617,613.1961995,578.7171894,477.1368105,458.7488312,194.7720716,194.2272251,194.2135035,193.8284654
mz2,nani,n,a,H,n,i,H,35,2,-7.779039957,-4.952512877,1.974683385,-6.749364859,0.00637,0.00203,0.00261,0.0052,0.06684,0.01707,0.0159,0.01158,12.0706803,17.80026766,16.61113397,19.97585734,74.08475778,75.87187495,75.82415395,74.33484178,741.2520924,797.6627538,804.1114827,756.4043054,192.4102285,196.3277704,194.850632,192.1461569,-5.298539512,-2.053638168,1.938423018,12.01135078,0.0075,0.004,0.00735,0.01056,0.03192,0.05016,0.07596,0.1419,18.99902935,22.29733218,16.64164268,15.27423362,67.36960053,63.73206007,58.41020439,52.38549454,406.2790236,393.2198045,361.010098,251.6565202,183.5545617,182.0283346,185.4984145,190.0985539
mz2,nini,n,i,L,n,i,L,36,2,13.49215419,6.850667601,4.528946085,2.291623104,NA,NA,NA,NA,NA,NA,NA,NA,6.042635622,5.885375591,5.454032461,5.347505154,56.97512096,57.33078683,58.15572052,57.04535161,415.4379649,409.6865401,403.1893642,418.5312399,111.1418432,108.7963248,106.8424226,104.5104851,4.154993599,0.169983883,4.292825436,1.94799163,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71776503,3.483758757,NA,54.40149861,52.76522443,51.40353783,49.83305167,NA,420.1598672,433.2509701,NA,102.3137384,103.8041929,108.7974352,126.1854275
mz2,ninu,n,i,H,n,u,L,37,2,1.983437238,-3.089324893,-0.99910656,-6.229552167,0.01267,0.0117,0.00794,0.00319,0.11806,0.04318,0.00638,0.02341,12.32143893,11.29904466,12.79805296,20.73636626,67.9125657,69.83338854,69.57699146,68.82888357,379.32382,373.9507462,385.8641186,395.9831611,173.4257297,185.1005638,193.903462,197.0769272,8.358919279,3.410047659,5.581229313,13.75518376,0.01984,0.0393,0.04791,NA,0.0357,0.09392,0.19808,NA,6.125534062,5.321558229,5.123270889,6.509724099,68.01073539,66.93154377,63.14191234,55.50427861,422.5248367,431.1391514,474.5632575,371.9364062,179.2971897,158.9234532,134.9953779,114.8806298
mz2,nanu,n,a,H,n,u,M,38,2,0.700994649,6.521028128,-2.030714896,0.302074476,0.01222,0.00188,0.00283,0.007,0.07527,0.01067,0.01081,0.05047,11.76820348,17.51313887,18.52641953,13.89607447,70.32081895,72.03008022,71.92436971,70.64448208,651.4399233,702.9883171,712.987496,676.954234,175.4757673,180.3110691,180.8437697,176.030686,0.575665727,2.559839622,3.875658796,8.31526298,0.00152,0.00201,0.00663,0.02452,0.05085,0.05459,0.0659,0.10192,21.64252381,23.42969539,18.90430269,17.02257061,63.02666446,61.07911565,57.90423902,53.21994843,598.1928943,716.669983,673.3078483,503.8400389,158.0739035,156.935637,157.404747,161.3257542
mz2,nuna,n,u,L,n,a,L,39,2,10.26765333,9.387421552,5.33027431,6.295744099,NA,NA,NA,NA,NA,NA,NA,NA,-4.98565207,-4.164434769,-3.679266333,-4.41035799,54.57316353,52.91635823,50.95873245,50.82613271,436.0480304,429.5160983,519.2624118,464.0922583,115.1110299,111.2381812,108.933548,107.8044481,-1.967032785,6.521168675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.266018335,-2.593889466,-1.484349456,-2.476354487,57.13035217,53.61429454,53.72029837,49.95325286,651.6707598,714.9042114,743.568049,725.8812567,103.656876,98.67979222,NA,NA
mz2,nani,n,a,L,n,i,L,40,2,5.635649308,5.444791322,0.085768898,5.256459025,NA,NA,NA,NA,NA,NA,NA,NA,-4.766033495,-3.928218424,-4.137952776,-4.293362497,59.62640427,58.92182608,59.3796485,60.00977262,677.3595873,701.3960665,724.110981,696.120587,116.8992795,116.4815768,111.4277987,110.6857087,-4.394476507,-11.86007884,-5.485917447,-7.446134174,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.071992918,-0.621412876,NA,54.69075143,54.33835272,50.41217683,47.35735986,NA,442.8817196,442.6066601,NA,93.12252638,88.81616766,84.17785483,80.78547414
mz2,nina,n,i,M,n,a,L,41,2,0.233689551,-0.373523821,-1.691694133,-2.478746843,0.00389,0.00252,0.00345,0.00533,0.05458,0.00257,0.00611,0.03541,20.44039915,22.29844673,23.11229538,21.3587409,65.65351279,67.17116649,67.80605451,67.62255559,347.6679141,350.2536203,356.7878188,365.8229258,154.2958992,155.5124724,157.5850375,158.0286501,-0.732658129,0.369554648,3.917510205,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.324366655,-4.314184881,-2.259578243,-0.047911198,63.65479877,58.24522589,54.18104405,52.01402466,641.4517191,668.9222606,865.4282879,1052.606288,104.5825966,94.97876239,88.78358377,NA
mz2,nina,n,i,L,n,a,L,42,2,2.583860137,-2.148240972,2.279013957,2.607245249,NA,NA,NA,NA,NA,NA,NA,NA,4.76667784,4.935116806,5.381011253,5.764526751,56.11151188,53.27144952,49.94718521,51.62781183,353.4785159,385.855149,422.6020885,399.17775,102.4172968,101.914876,103.7441707,103.5780679,-1.686440582,3.389336997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.844281705,-3.839019009,-1.264398936,-1.394344341,53.55098526,54.20656115,51.86725462,50.25747137,631.6366846,703.4072312,775.5089653,959.413823,92.1289854,86.73337935,NA,NA
mz2,nuna,n,u,M,n,a,L,43,2,0.153172024,0.220961066,0.087532749,0.097689912,0.00548,0.00177,0.00107,0.00135,0.082,0.02442,0.01866,0.02919,22.01995685,26.67130477,30.50442777,26.93211831,66.65741296,67.42647104,67.73498834,67.33406975,396.0703804,393.0812221,406.9145758,407.0926795,165.8046551,165.7169946,164.9663501,163.4696897,-0.983985436,5.201398161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.707182353,-2.854697151,-0.78903713,3.099453933,60.54316463,58.37585643,56.56761817,53.26148168,658.1423927,690.6033903,816.1879685,1095.753119,113.4505361,104.9240933,NA,NA
