,subj,block,trial,error,F0_error,carrier_word,target_word,target_start,target_end,target_dur,target_sylons,target_sylonsvoice,target_sylonsclass,target_vowel,target_tone,target_sylonsdur,target_voweldur,specTilt_1,specTilt_2,specTilt_3,specTilt_4,jitter_1,jitter_2,jitter_3,jitter_4,shimmer_1,shimmer_2,shimmer_3,shimmer_4,hnr_1,hnr_2,hnr_3,hnr_4,amp_1,amp_2,amp_3,amp_4,f1_1,f1_2,f1_3,f1_4,f2_1,f2_2,f2_3,f2_4,f3_1,f3_2,f3_3,f3_4,f0_1,f0_2,f0_3,f0_4
51,MM02,1,51,FALSE,FALSE,say,tu,1.414488906,1.731760661,0.317271755,t,,obstruent,u,H,0.091622399,0.225649357,2.770114442,6.595354319,8.454537278,6.142155436,0.01337,0.00789,0.00522,0.01106,0.08929,0.02861,0.09606,0.17377,16.3908456,22.80366654,25.31930724,17.01299065,67.52293491,68.13968641,66.20040273,56.71781215,316.4146744,265.9962056,217.4405997,247.5553864,1984.027458,1773.263504,930.1640003,1069.894141,2826.327568,2999.738052,2610.90369,2563.959414,168.0549411,156.9899352,156.2005436,159.492533
52,MM02,1,52,FALSE,FALSE,say,la,1.511466774,1.811860403,0.300393628,l,,sonorant,a,L,0.107471062,0.192922567,-1.138317013,10.80174919,-12.25430917,4.717188178,NA,NA,NA,NA,NA,NA,NA,NA,-4.365700855,-2.829608958,-5.123660289,-3.06597586,65.59611879,60.48705564,54.12693557,51.48682098,764.752621,780.7726088,725.0891644,798.2796854,1699.161031,1614.841852,1602.361918,1518.811508,2915.981374,2804.064411,2511.682573,2650.698475,112.5361155,99.90599167,93.91861068,94.1870168
53,MM02,1,53,FALSE,FALSE,say,tO,1.640012595,1.83796973,0.197957135,t,,obstruent,O,L,0.02247227,0.175484866,6.39884123,-0.835952764,5.016003922,2.39365101,0.06373,0.02268,NA,NA,0.20946,0.51897,NA,NA,1.638198857,0.118482328,0.787481676,-2.991065768,69.83825259,64.57193201,57.92330739,50.57797747,525.8945882,544.3262547,610.2640596,735.2572208,778.9013735,1174.030542,1488.435602,2611.120802,2836.502202,2941.95064,2992.493367,3049.198479,127.4831472,106.7383364,101.0772009,143.1882037
54,MM02,1,54,FALSE,FALSE,say,na,1.504547208,1.928061711,0.423514502,n,,sonorant,a,L,0.141990823,0.281523679,5.186385325,8.528917355,NA,NA,0.05505,NA,NA,NA,NA,NA,NA,NA,-2.486143139,-4.148588873,-3.191508059,-0.913582911,64.8018946,59.53572627,52.19986217,48.84544367,778.2837119,790.2939987,709.6136593,839.4027132,1697.378038,1660.391826,1615.455838,1707.117892,2461.295495,2482.353147,2439.880718,2473.477534,111.8154767,102.9502761,NA,NA
55,MM02,1,55,FALSE,FALSE,say,na,1.628630211,2.057166495,0.428536284,n,,sonorant,a,H,0.171970182,0.256566102,7.830606709,6.436429921,12.28343001,17.98211517,0.00511,0.00162,0.00701,0.0304,0.04689,0.03526,0.12046,0.16363,15.70160593,17.46023034,11.88250742,9.043949993,71.01252876,70.70819927,64.65055229,52.78942898,671.9670617,734.5697354,917.3049308,1155.589012,1684.189064,1521.325418,1896.216492,2241.613771,2567.760868,2401.563949,2915.246766,3412.574626,153.2526925,155.2895245,156.6519945,158.1141169
56,MM02,1,56,FALSE,FALSE,say,no,0.981969141,1.37100496,0.389035819,n,,sonorant,o,H,0.121498715,0.267537104,3.599949692,5.536061816,5.719324974,12.92406031,0.00352,0.00223,0.00224,0.00721,0.0922,0.05666,0.08097,0.11497,18.25265089,21.45842353,24.60327326,17.92335498,73.53949661,74.71364174,68.24265524,58.75884515,495.8402324,428.0220607,378.8164467,290.191411,876.6557032,778.7795507,736.7001639,739.9339814,2727.399047,2568.474041,2536.104946,2492.234451,152.8537551,152.5615566,150.8495795,150.943086
57,MM02,1,57,FALSE,FALSE,say,ti,0.860524597,1.170579819,0.310055222,t,,obstruent,i,L,0.108785947,0.201269276,-5.169851958,1.967124291,3.284840035,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.676975598,4.637761929,3.543404286,3.474596414,61.27544666,55.73738277,53.2370665,51.27808615,859.2261031,532.0685138,2351.837018,2264.394746,2657.987639,2590.791615,3245.966449,3056.843587,3880.629836,3619.711893,3901.925098,3758.377201,89.97193743,85.84353364,81.33726808,NA
58,MM02,1,58,FALSE,FALSE,say,ne,1.433849058,1.867600287,0.433751229,n,,sonorant,e,H,0.125026716,0.308724513,4.840917472,2.562838647,9.390284885,16.85369831,0.00612,0.00363,0.00606,0.01585,0.02309,0.04537,0.12077,0.11881,16.29330146,17.38080039,18.00611172,NA,79.27485757,78.1123281,70.36549601,57.41344389,414.2786529,375.5114613,298.2496423,306.3112429,2022.449895,2037.164071,2079.539981,2022.789275,2527.632088,2547.791004,2513.055044,2648.124378,149.4128641,148.4893045,147.8166094,150.2840635
59,MM02,1,59,FALSE,FALSE,say,nE,1.689276228,2.1390535,0.449777272,n,,sonorant,E,H,0.169070113,0.280707159,2.892257078,3.799987846,8.206445656,21.95017695,0.00845,0.00328,0.00348,0.00685,0.03744,0.01649,0.14523,0.1467,17.56853076,16.69840432,14.88560018,11.83354994,74.83561454,73.63160853,67.46535689,55.85619436,505.8088064,503.3939689,453.08256,1019.940787,2015.265538,1938.637514,1955.739328,2136.696323,2342.249276,2375.125738,2472.247724,3053.231003,147.8433388,148.1400781,149.0094105,150.2277783
60,MM02,1,60,FALSE,FALSE,say,to,2.342916577,2.623618376,0.280701799,t,,obstruent,o,H,0.015417943,0.265283856,-6.208201837,-2.450015845,-1.051765921,17.64190854,0.02337,0.00256,0.00254,0.01324,0.03726,0.02034,0.1057,0.21638,14.83306824,25.51891143,24.49794118,15.31020183,75.10866032,74.84774446,70.60927344,58.24675336,474.2421185,342.1936463,292.7718717,448.0049212,1387.471701,532.9704416,583.446462,2450.99392,2942.535401,2711.090897,2688.256352,3443.669367,163.3183818,149.8356327,149.4145444,149.2811355
61,MM02,1,61,FALSE,FALSE,say,tE,1.307141771,1.561366307,0.254224536,t,,obstruent,E,L,0.024082186,0.230142349,7.526829474,2.349120824,NA,NA,0.09188,NA,NA,NA,0.01749,NA,NA,NA,-1.728887133,0.014642363,-0.602761605,NA,71.23117688,62.17951647,57.17391831,51.15609749,488.9121151,535.1716268,765.7701422,804.8896107,1941.275851,1987.665553,2083.217468,1999.217935,2716.660688,2593.337902,2681.599232,2631.08519,113.9622441,100.2211224,NA,NA
62,MM02,1,62,FALSE,FALSE,say,nO,1.169535979,1.583284163,0.413748184,n,,sonorant,O,H,0.158970151,0.254778033,3.565797934,1.290685199,10.71178219,17.86303532,0.00437,0.00282,0.00362,0.03537,0.02577,0.02538,0.11241,0.20116,21.16888479,22.19241473,21.75873046,18.05295217,75.09237776,73.94564235,68.92560295,58.5518704,575.4325164,579.3349216,493.0643315,825.9553639,1571.895976,1245.202858,1477.896806,2050.30547,2401.515651,2297.639105,2754.508904,2967.332996,148.6007201,147.1397649,147.8616478,151.2507095
63,MM02,1,63,FALSE,FALSE,say,tO,1.772170981,2.161088269,0.388917289,t,,obstruent,O,M,0.056588008,0.332329281,-0.068768515,-1.854364413,0.748204845,9.754775703,0.01421,0.00344,0.00621,0.0145,0.06083,0.06625,0.06694,0.13433,17.85261754,24.72651439,20.91630452,17.30960007,73.56509941,71.05216031,65.09042321,57.67512259,366.3836212,341.4678199,332.5902264,358.3961237,675.3597923,616.0949024,577.3144977,1947.664521,2722.902564,2640.813462,2613.6586,3343.927297,138.5213722,131.4761978,133.8961653,138.6565802
64,MM02,2,1,FALSE,FALSE,say,ni,1.303359203,1.585717623,0.28235842,n,,sonorant,i,L,0.108082319,0.174276101,6.184989711,13.15839197,18.4631542,11.32880602,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.39899606,13.26103226,10.88862216,66.2290085,65.42079846,63.07567109,56.32789301,325.3725259,357.7438656,312.856568,321.7962016,1854.842498,2457.191649,2480.365617,2405.616174,2925.210168,3494.258375,3519.877978,3504.886256,117.956176,112.8175785,105.3860518,94.46590745
65,MM02,2,2,FALSE,FALSE,say,nE,1.61026744,2.057305262,0.447037822,n,,sonorant,E,H,0.168918656,0.278119166,3.348202872,2.101493774,9.669697146,9.785496458,0.0086,0.00358,0.01206,0.02117,0.0409,0.05168,0.1431,0.19597,13.48948625,16.502941,13.69847149,10.87585296,74.8540935,73.79438478,68.89810815,57.31402697,480.0903802,384.3154657,591.922069,1914.956795,2052.585549,2116.190372,2115.694897,2378.748932,2759.007716,2591.467977,2833.205669,3683.666791,144.5627032,143.4856999,148.4392266,146.685244
66,MM02,2,3,FALSE,FALSE,say,ti,3.276331492,3.680380885,0.404049393,t,,obstruent,i,H,0.085217207,0.318832186,4.510718974,7.368336568,10.59861359,10.91750668,0.01439,0.00317,0.00574,0.02187,0.0741,0.03902,0.09359,0.18552,19.02610345,23.72110189,20.70154903,14.42762232,69.99734904,71.09571473,65.64799992,58.12113079,250.5484841,235.9495988,314.3218483,1393.108942,2381.841115,2335.36568,2294.593831,2849.638335,3049.849481,3543.504954,3463.859224,3795.212342,154.7224835,149.8542105,151.5136464,146.7525242
67,MM02,2,4,FALSE,FALSE,say,le,1.432579481,1.823527642,0.39094816,l,,sonorant,e,L,0.173038683,0.217909477,0.177238688,5.69710255,-3.349553241,4.457584251,0.15222,NA,NA,NA,0.26343,NA,NA,NA,0.882207325,-1.746577499,3.392643636,5.221022007,71.52824318,66.09388182,53.49981502,47.60967838,328.328438,308.0814651,336.7163971,599.4602597,2205.211909,2198.814024,2145.268212,2267.081956,2852.875011,2962.538403,2948.577082,3157.958009,113.098306,102.1484429,92.46575132,92.88041139
68,MM02,2,5,FALSE,FALSE,say,la,1.704783632,2.1327912,0.428007568,l,,sonorant,a,M,0.178122869,0.249884699,2.063367814,4.128840106,6.724961652,19.46907998,0.03457,0.03064,0.01141,0.02869,0.15547,0.11306,0.09395,0.14256,-2.462829563,3.971579889,8.592727654,NA,71.49404017,66.01155659,59.43308112,55.69229976,779.177804,611.2959376,879.7989348,1439.250722,1463.08742,1505.96629,1625.231145,1890.364438,2668.771296,2689.312926,2986.557133,3066.75061,181.6307614,145.4964356,130.98731,138.6397058
69,MM02,2,6,FALSE,FALSE,say,lE,2.190981713,2.707908595,0.516926882,l,,sonorant,E,M,0.163622552,0.35330433,2.497993223,1.19221831,4.763317727,18.22919808,0.02126,0.00627,0.01377,0.02956,0.0887,0.05762,0.09996,0.10456,11.09378073,11.29010809,9.417874462,7.583534078,72.18328005,67.7298508,64.16592622,56.68491041,566.6916877,525.8811027,432.4711607,1534.952094,2049.29801,2120.221045,2076.07801,2307.13323,2674.608967,2438.36529,2467.336804,3205.037864,133.2830128,131.0269673,134.1446247,132.7000991
70,MM02,2,7,FALSE,FALSE,say,ta,1.95251904,2.26911791,0.31659887,t,,obstruent,a,M,0.0323905,0.28420837,4.076546146,4.575806426,3.787901865,16.58749329,0.02756,0.00516,0.01006,0.01541,0.07677,0.05911,0.13047,0.16451,8.856427375,12.72294106,9.832904385,4.936478046,69.79737885,66.48571984,62.78244584,54.19623995,615.1018345,699.2471066,582.0261789,1324.662812,1309.126934,1684.504481,1395.960167,2461.305303,2566.221282,2701.66343,2688.354261,3010.869817,141.5610636,134.0277449,130.7967833,133.8527646
71,MM02,2,8,FALSE,FALSE,say,tE,2.745237489,3.079032704,0.333795215,t,,obstruent,E,H,0.057046776,0.276748439,-3.834196618,-3.716332096,-0.112180055,9.261723091,0.01561,0.00214,0.00818,0.02284,0.0813,0.07813,0.11867,0.14609,7.839071652,14.78878414,9.667792595,NA,74.19286478,71.9346523,64.88721504,55.23042464,584.7839999,612.9216796,573.8421808,782.6635035,1936.254036,1973.861718,1973.172989,2102.398332,2432.77437,2460.061487,2549.06351,2867.435115,168.3855677,162.9834357,160.8081336,158.3648021
72,MM02,2,9,FALSE,FALSE,say,nO,1.407409074,1.887403087,0.479994013,n,,sonorant,O,H,0.152187996,0.327806016,2.99059235,2.530747112,6.741503378,12.99961365,0.00847,0.00199,0.00265,0.00742,0.02245,0.03907,0.05938,0.12762,19.24596687,20.62796601,17.19576528,16.36323958,69.90104419,67.94722531,62.41572888,56.1933899,815.9271958,779.9675562,885.9592116,948.9254584,1076.435004,1371.77841,1852.508055,1940.592069,2738.953144,2770.154212,3018.807386,2958.892217,157.5011579,157.5141726,157.6855042,156.2275447
73,MM02,2,10,FALSE,FALSE,say,ta,1.822454041,2.068136584,0.245682543,t,,obstruent,a,L,0.053718456,0.191964087,10.15556741,-1.000730714,1.517835902,NA,0.08434,NA,NA,NA,0.05808,NA,NA,NA,9.365641804,2.450365234,-2.337231668,NA,67.40140517,61.29572567,57.36981998,50.48492652,562.7645588,691.2762683,738.1450125,813.5084123,1583.288538,1532.989153,1499.114918,1400.804467,2866.516142,2897.995957,2650.69488,2602.552978,126.4513813,108.6603761,105.3817525,NA
74,MM02,2,11,FALSE,FALSE,say,na,1.735957497,2.16071825,0.424760753,n,,sonorant,a,H,0.142896681,0.281864071,10.7812319,3.586464104,7.139661129,16.92086938,0.00526,0.00326,0.00494,0.01839,0.05528,0.05369,0.11979,0.14478,15.07043504,13.73002946,11.83121267,9.251060518,72.62132364,71.54982797,65.22406535,56.23899586,635.1673446,620.0876246,806.2920582,1535.900694,1603.79586,1647.492219,1812.632032,2323.597221,2233.477373,2469.4292,3062.017393,3351.690646,152.7005507,152.8179204,155.0180146,156.4394914
75,MM02,2,12,FALSE,FALSE,say,nu,1.336685164,1.628411716,0.291726551,n,,sonorant,u,L,0.105103032,0.186623519,10.74873727,13.39280498,8.206938482,-9.484148378,NA,NA,0.0123,0.02565,NA,NA,NA,NA,NA,NA,-0.32782327,1.992610158,63.88363054,63.26291249,58.44627749,51.95619537,903.1938041,504.5010895,360.5525726,466.2260268,2159.969109,1799.433316,2068.718741,2083.797153,3546.220945,3358.411657,3513.538119,3515.723719,114.1806527,107.8929791,98.61692824,88.7805989
76,MM02,2,13,FALSE,FALSE,say,lu,1.852820754,2.130972243,0.278151488,l,,sonorant,u,L,0.127635021,0.150516468,5.293376027,3.090210181,6.19605955,3.932968875,NA,NA,NA,NA,NA,NA,NA,NA,-4.721062873,-4.002763013,-4.88549026,-1.834043458,61.57446901,62.22756701,56.31373056,49.85742717,557.4694922,376.7512368,533.6162684,523.3904191,1616.832512,1691.234081,2000.596169,1409.268477,2989.242178,3080.941315,3302.346519,2913.859895,107.5218187,105.2655628,99.25615906,94.79034268
77,MM02,2,14,FALSE,FALSE,say,te,2.057564044,2.289099558,0.231535514,t,,obstruent,e,L,0.050079942,0.181455573,1.711144242,-3.531531399,-7.576865264,6.517240195,0.08986,NA,0.12971,0.01918,0.15471,NA,0.27155,0.22706,0.068086661,-2.684423713,5.111504977,4.290159871,70.86008125,65.94638713,60.70689278,54.56766358,336.182631,315.7546543,292.5350464,311.9584168,2226.865281,2329.047168,2358.475508,2388.091892,2742.658072,2748.727944,2789.861283,2900.719696,119.1356219,106.864394,96.42012071,94.3901024
78,MM02,2,15,FALSE,FALSE,say,nu,1.054567529,1.533798764,0.479231236,n,,sonorant,u,H,0.209371427,0.269859809,4.865607458,6.674097434,13.55013457,17.28757843,0.00477,0.00447,0.00618,0.01843,0.01164,0.1088,0.08632,0.13138,23.87766855,23.9030274,21.990826,19.6478179,74.1098561,70.54258056,62.66500679,54.70793838,344.6405354,282.3105187,197.5433236,162.1958111,2011.278474,1765.038294,1571.923542,1712.129425,3604.987911,2400.839946,2082.652778,2105.107144,151.4287736,150.3469932,151.8423468,151.9231642
79,MM02,2,16,FALSE,FALSE,say,li,1.123993193,1.587562358,0.463569166,l,,sonorant,i,H,0.169634285,0.293934881,3.394444204,11.61268374,11.55551247,10.78271406,0.00366,0.0051,0.01031,0.01908,0.03678,0.04376,0.03356,0.15465,19.76445587,20.41545249,17.89511551,16.87311599,68.66895987,66.92051287,63.49897467,56.32617364,264.1170094,213.8813143,206.06035,213.6979579,2232.994437,2509.459751,2468.232371,2269.097543,2799.905305,3036.179618,2877.970798,2744.124058,155.0809501,152.2144589,152.0403103,152.055593
80,MM02,2,17,FALSE,FALSE,say,tO,1.258976866,1.415288933,0.156312067,t,,obstruent,O,L,0.020890218,0.13542185,8.033276145,-6.992666638,-0.079784041,0.485970445,0.07423,NA,NA,NA,0.02885,NA,NA,NA,2.762693658,-2.695298052,-1.936593825,NA,68.36522083,62.43406508,57.34923371,48.35498523,549.5084967,607.4170832,589.7071508,623.8211512,2697.034476,2626.143794,2629.509799,2610.182265,3838.613171,3753.597546,3798.281915,3511.158902,122.5601003,109.6378465,97.35075646,92.50334429
81,MM02,2,18,FALSE,FALSE,say,lo,1.114610862,1.493647309,0.379036447,l,,sonorant,o,H,0.146079742,0.232956705,4.371964427,-0.806973503,2.631756712,13.89705191,0.00807,0.00855,0.00323,0.01113,0.05337,0.01171,0.12817,0.17459,18.90861244,19.48208,24.3065594,16.44743266,73.80253448,73.42144081,68.33246347,58.82502624,384.4211828,357.0224317,303.308355,237.5679796,777.8562992,665.6870416,672.7626517,918.4594923,2613.992471,2674.636718,2720.063151,2824.152131,151.7047982,151.4907811,149.7624173,151.3094653
82,MM02,2,19,FALSE,FALSE,say,nO,1.028348603,1.455539538,0.427190935,n,,sonorant,O,M,0.141162385,0.286028551,2.147375565,2.924379712,4.066691252,4.816902497,0.01142,0.011,0.01047,0.02025,0.0448,0.06088,0.08373,0.16238,15.26970941,10.34359381,8.665145505,9.238683919,67.99923848,65.26066418,61.80217102,53.97664829,582.5442002,788.9732486,865.9421092,952.5747285,802.7541651,2373.94859,2437.632028,2459.91312,2714.305901,3146.065904,2874.492478,3003.409359,130.3621806,129.4861993,125.2998785,123.7813888
83,MM02,2,20,FALSE,FALSE,say,tO,1.236989193,1.538084749,0.301095556,t,,obstruent,O,H,0.014233973,0.286861583,-3.730090993,-0.594829322,11.57275963,20.57084439,0.01487,0.00434,0.00566,0.02693,0.06924,0.05367,0.13097,0.23419,8.982686801,18.43288803,17.07767802,12.79804594,72.73157395,71.91998031,66.08112505,55.12061476,593.1791813,528.5620098,535.8032906,878.859682,925.4468712,899.1938272,1601.456913,2740.432093,2625.837496,2631.813709,3099.070733,3507.300559,159.521144,147.7107696,148.226013,154.8831364
84,MM02,2,21,FALSE,FALSE,say,ne,2.120857643,2.419238331,0.298380688,n,,sonorant,e,L,0.088502746,0.209877941,-0.299016501,-0.55736976,-3.977299961,-0.739332399,NA,NA,NA,NA,NA,NA,NA,NA,4.090246313,0.038771261,-1.986217099,2.630234733,62.10686866,60.95284649,58.30631136,51.58397688,383.9710183,388.4538945,399.1108475,397.0690247,2231.466211,2298.045201,2280.05182,2276.938815,2702.942326,2850.896162,2844.81926,2945.970424,107.1635581,100.9623247,94.62098151,89.22629424
85,MM02,2,22,FALSE,FALSE,say,ti,1.230598779,1.620872243,0.390273464,t,,obstruent,i,M,0.086908844,0.30336462,3.783742612,3.354676835,1.370249894,4.201173762,0.02792,0.00535,0.00925,0.0185,0.10682,0.08467,0.04372,0.20303,18.79636001,26.02371475,20.46080266,15.66561977,70.23882282,66.56025363,62.07439849,57.18145133,252.362559,272.7934759,262.9257068,223.338852,2452.993623,2501.474747,2507.222627,2433.086027,3215.376836,3297.022009,3414.050701,3064.26275,136.6608863,125.4699523,126.997124,130.004711
86,MM02,2,23,FALSE,FALSE,say,tu,1.209975686,1.55582015,0.345844464,t,,obstruent,u,M,0.09191843,0.253926034,2.508906131,0.36347567,-0.668578373,-0.256229774,0.02821,0.00212,0.00377,0.0061,0.18893,0.03234,0.05646,0.21427,17.01505475,29.39805991,31.82029925,20.3918615,67.60442741,67.22647769,65.76516079,61.06599309,260.214177,279.7558525,308.8500343,290.0752349,2102.491478,1724.029032,2414.313546,2339.071227,2559.623942,2572.581612,2652.076915,2650.153928,140.7884595,130.2101028,129.0838278,130.5951985
87,MM02,2,24,FALSE,FALSE,say,ne,0.958595035,1.411066191,0.452471156,n,,sonorant,e,H,0.132897884,0.319573273,4.218146024,0.022656703,5.114396902,18.43169804,0.00402,0.00266,0.00257,0.01429,0.01432,0.04203,0.08442,0.14922,18.6327895,20.9891224,20.955805,18.91829893,76.62646788,74.98941634,68.72223632,58.60953897,400.5422567,364.9688716,327.6555376,360.8936954,2230.046866,2267.497728,2100.174921,2068.160327,2470.220949,2419.055116,2462.402462,2745.682075,150.2609746,150.0421512,148.8317597,148.5465415
88,MM02,2,25,FALSE,FALSE,say,la,0.674195059,1.064250352,0.390055292,l,,sonorant,a,H,0.112850795,0.277204497,-0.012254921,6.952372523,10.89354534,18.55493945,0.0039,0.00484,0.00574,0.03602,0.05209,0.068,0.14013,0.15863,16.82463627,13.47872842,11.79709471,7.779553047,72.42004428,69.85912166,64.96413529,55.67749695,707.094306,689.1417783,592.4382633,1454.469818,1471.754257,1475.486028,1633.190506,2453.751097,2600.510639,2561.536528,2782.273488,3319.686284,156.35132,152.7771695,152.9165639,158.6537831
89,MM02,2,26,FALSE,FALSE,say,nu,1.493144558,1.917129405,0.423984847,n,,sonorant,u,M,0.12080358,0.303181267,1.709352219,1.009064984,3.624823185,16.48474147,0.00298,0.00424,0.0062,0.01786,0.03103,0.04146,0.1249,0.16538,35.7356585,28.15775407,22.38776242,19.69976856,69.35542821,67.2256942,64.68600563,56.55885789,271.2389587,279.5028178,570.2425503,993.7491982,1622.406046,1908.922276,1893.170924,2007.258859,2582.808766,2801.424662,3289.893106,3211.372357,129.7310333,129.2372492,131.3190735,135.0846424
90,MM02,2,27,FALSE,FALSE,say,lO,1.170174381,1.487841949,0.317667567,l,,sonorant,O,L,0.148902212,0.168765356,1.903208684,5.073567126,2.2797312,0.15176313,0.06184,0.10397,0.14434,0.10857,0.32137,0.29407,0.33711,0.08425,0.728856374,0.643394797,0.283769553,1.412013863,66.53210981,63.72725407,58.72871731,51.91426251,322.7155763,326.1596664,347.9815556,421.3226966,998.1710025,1475.100018,1368.607813,596.3324683,2594.07984,2994.399856,3082.950622,2688.397947,107.8827104,101.6426173,95.01325301,89.20440156
91,MM02,2,28,FALSE,FALSE,say,nO,1.15837789,1.450297243,0.291919353,n,,sonorant,O,L,0.120387488,0.171531864,3.363418979,0.842528829,4.860323586,-3.440609885,0.01725,NA,NA,NA,0.06118,NA,NA,NA,6.118825474,-8.278414751,-3.36423806,-1.787122288,68.0733634,67.04049401,63.30835846,54.13173664,457.2139626,459.7054023,474.0150418,495.0234181,901.6040896,1328.561071,2164.737671,2110.121689,2578.959602,2882.687779,3268.857213,3248.731543,121.6424031,112.0045118,99.92341828,90.78041927
92,MM02,2,29,FALSE,FALSE,say,te,1.377061942,1.78644348,0.409381538,t,,obstruent,e,M,0.051213922,0.358167616,0.685847607,-0.222935762,4.683255041,17.63731724,0.02765,0.00205,0.01079,0.00637,0.06366,0.04534,0.11837,0.10052,15.20803786,20.39775386,14.58947603,15.68316871,72.8091073,69.63734471,61.50497419,55.39592075,361.0255748,358.8291011,302.2085716,153.6763094,2151.126688,2212.281402,2220.891438,2198.959978,2625.554675,2659.91982,2641.74778,2645.06081,134.2648589,127.6538742,128.432017,137.2327448
93,MM02,2,30,FALSE,FALSE,say,nE,1.930664079,2.301484468,0.370820389,n,,sonorant,E,L,0.12754455,0.243275839,7.634156332,5.468054774,-5.96276989,NA,0.03653,NA,NA,NA,0.1444,NA,NA,NA,3.10953022,3.517328941,2.976730707,3.080237342,65.19201782,63.23370558,57.28172326,51.56984558,540.6830676,584.8684457,1200.994678,1238.399907,1984.304261,2141.932411,2299.347415,1995.156067,2662.084043,2798.942348,3178.56636,3164.881057,113.6421765,104.2606095,95.48739533,NA
94,MM02,2,31,FALSE,FALSE,say,no,1.158430477,1.669306254,0.510875777,n,,sonorant,o,M,0.1301621,0.380713677,0.691622267,0.684539458,4.785958656,13.53127011,0.00502,0.00334,0.00724,0.0179,0.0443,0.03844,0.13808,0.09181,19.24035139,26.31710919,17.08502846,14.86782654,71.19416271,70.78048795,63.04065382,53.6412982,440.2396452,355.1999709,376.7374477,704.1457959,2168.330296,632.4886516,865.0789182,2695.113154,3520.410803,2868.50766,2841.288552,3686.973434,130.1956559,129.0529037,126.4573323,132.3041556
95,MM02,2,32,FALSE,FALSE,say,ni,1.292761161,1.679677929,0.386916768,n,,sonorant,i,H,0.128464554,0.258452215,4.323542397,4.927339035,8.427073115,14.0833637,0.00279,0.00153,0.00405,0.01796,0.031,0.02234,0.06549,0.18571,27.18020182,29.45232402,24.43603629,18.4192567,72.64351899,70.97381465,67.20144657,58.22565289,357.2427212,344.0475519,394.3152037,551.3507437,2583.736873,2503.448876,2569.173749,2348.035547,3662.124266,3662.963295,3709.007791,3375.28203,155.077211,155.4648077,155.7722255,160.2758017
96,MM02,2,33,FALSE,FALSE,say,li,1.074840415,1.477585918,0.402745503,l,,sonorant,i,M,0.125626993,0.277118511,1.431964803,4.207972949,4.348710593,9.413173449,0.0075,0.00521,0.00407,0.01898,0.015,0.07576,0.08128,0.14507,24.97367503,20.67020512,18.44228578,11.62337871,70.43768492,67.23242881,61.3001992,54.03142328,293.8946684,292.6824048,295.1867724,1185.714699,1844.237504,2104.266716,2260.097832,2553.018642,2618.258753,2660.846071,2675.259985,3409.118234,130.5161387,128.4992065,126.8579757,129.6770917
97,MM02,2,34,FALSE,FALSE,say,li,0.852184347,1.126440984,0.274256638,l,,sonorant,i,L,0.115858935,0.158397702,8.101047645,8.895452935,5.283383077,-2.637331309,NA,NA,NA,NA,NA,NA,NA,NA,0.38227758,7.21240728,3.403232294,2.362861782,59.53434802,58.19097375,53.09818717,50.51179029,294.1051369,281.0693089,1947.662327,2006.740203,1988.397305,1969.961931,2698.213225,2573.27321,2704.847263,2869.686736,4018.830127,4154.140751,103.6679553,99.09584749,92.03527471,85.11803483
98,MM02,2,35,FALSE,FALSE,say,lO,1.643714649,2.08526561,0.441550962,l,,sonorant,O,M,0.139672372,0.301878589,3.986863196,2.109849588,3.541259876,17.5863199,0.00584,0.00463,0.00538,0.01457,0.05562,0.07204,0.07331,0.19646,13.98216674,15.30333596,13.46346861,12.16320036,66.9019084,64.3240891,61.15947657,55.70385652,581.3323773,549.7385381,478.4458724,746.6961558,1109.708866,1233.832524,917.6391604,2098.854105,2833.809684,3031.415154,2748.678353,3500.834452,125.7208453,123.8592412,124.6989262,127.5889629
99,MM02,2,36,FALSE,FALSE,say,tu,0.879207394,1.112062361,0.232854967,t,,obstruent,u,L,0.096548263,0.136306704,8.479443883,9.517373426,3.329840086,0.934402689,0.0936,NA,NA,NA,0.04841,NA,NA,NA,8.511382735,9.23899914,8.38339442,7.324656664,60.20532683,59.74457736,55.61093864,51.02995642,251.4885924,339.9178763,431.4786024,449.3171047,1790.198569,2177.396153,2188.708513,2426.49409,3105.408238,3470.775907,3069.737053,3738.544395,116.9156085,102.2003261,91.98664182,85.70425583
100,MM02,2,37,FALSE,FALSE,say,nO,1.030196819,1.346671846,0.316475028,n,,sonorant,O,L,0.13409144,0.182383588,-0.32890827,1.292955686,-6.0071567,-16.75085957,NA,NA,NA,NA,NA,NA,NA,NA,-0.399292602,-5.517413828,-4.124210557,-3.115897538,61.99850103,58.36964774,56.67372927,50.72856625,788.9720329,681.0388422,744.3357655,851.4527396,2696.086644,1989.373475,1491.791053,2341.54613,3462.596137,3180.156494,2998.117312,3205.815481,109.927402,98.93451463,92.52030312,85.71980856
