,subj,block,trial,error,F0_error,carrier_word,target_word,target_start,target_end,target_dur,target_sylons,target_sylonsvoice,target_sylonsclass,target_vowel,target_tone,target_sylonsdur,target_voweldur,specTilt_1,specTilt_2,specTilt_3,specTilt_4,jitter_1,jitter_2,jitter_3,jitter_4,shimmer_1,shimmer_2,shimmer_3,shimmer_4,hnr_1,hnr_2,hnr_3,hnr_4,amp_1,amp_2,amp_3,amp_4,f1_1,f1_2,f1_3,f1_4,f2_1,f2_2,f2_3,f2_4,f3_1,f3_2,f3_3,f3_4,f0_1,f0_2,f0_3,f0_4
151,MM02,3,25,FALSE,FALSE,say,lO,1.218748637,1.511573325,0.292824688,l,,sonorant,O,L,0.136082175,0.156742514,0.504806217,3.898898691,-3.190407902,-0.440632707,NA,NA,0.09317,0.05559,NA,NA,0.36007,0.19638,-5.225778734,-1.28044685,3.076925298,3.254470368,63.53743825,60.24617195,58.73152389,56.33675736,401.7065852,449.9187902,406.1378489,437.9712642,1995.835185,1601.749048,1385.64204,595.1722837,2999.158193,3133.056177,2931.580482,2873.339514,105.590711,100.0806055,96.14137758,93.85654485
152,MM02,3,26,FALSE,FALSE,say,la,1.173839122,1.551766226,0.377927104,l,,sonorant,a,H,0.138654573,0.239272531,6.705214465,4.756108353,7.666184594,20.58339244,0.00626,0.00841,0.00996,0.01065,0.05827,0.09685,0.11128,0.15946,14.48435483,12.494754,12.09749576,10.99280337,68.62780488,67.17156769,64.34570803,57.02797175,631.6513951,557.2043557,1068.044209,1334.925038,1332.227654,1417.337087,1667.77058,1902.402342,2743.333094,2589.365715,2871.271197,3064.68266,147.9909325,146.4676263,143.2513699,141.8491213
153,MM02,3,27,FALSE,FALSE,say,to,5.074089761,5.424303316,0.350213555,t,,obstruent,o,M,0.017291108,0.332922447,2.126724464,0.794143611,1.734582488,13.45889983,0.02705,0.00175,0.00726,0.01298,0.09324,0.02974,0.14101,0.15498,21.11100292,31.24290061,19.14171153,17.31037838,70.69756717,68.51277233,64.12305235,55.39691196,378.4313865,381.9730497,349.683682,744.3440539,603.0773687,568.651516,629.6723369,2236.67027,2768.767054,2759.658301,2659.650771,3351.647446,138.6342162,130.7786149,128.6806555,133.8816544
154,MM02,3,28,FALSE,FALSE,say,no,0.801979793,1.17928225,0.377302456,n,,sonorant,o,M,0.110582726,0.26671973,1.35893037,2.978836687,6.760151408,17.60347715,0.00892,0.00535,0.00797,0.01648,0.03203,0.07181,0.08333,0.20289,18.93164543,20.83841233,15.12289591,13.5665723,67.54204157,65.02638565,62.66771646,55.56335641,793.7045298,498.4117662,529.6667819,774.1368295,2391.677268,1839.529639,1893.204647,2599.641067,3288.472042,3202.075483,3197.118798,3561.480191,128.7949506,124.7523948,127.4886321,131.041754
155,MM02,3,29,FALSE,FALSE,say,nu,1.078327153,1.350404841,0.272077687,n,,sonorant,u,L,0.114242366,0.157835321,10.71987968,11.6815683,-0.502796446,-9.071977373,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.885728053,5.746208701,4.857629197,57.69045139,57.84519505,54.96989447,51.16025023,1780.531656,691.1357511,405.3519121,375.7071931,3281.224735,1947.82398,1751.386011,1925.976657,4250.480655,3145.297511,3340.126222,3276.030957,107.4993288,102.9864633,97.10877195,93.520558
156,MM02,3,30,FALSE,FALSE,say,li,1.131013885,1.546434461,0.415420576,l,,sonorant,i,M,0.154257518,0.261163058,-0.737850796,-3.954785594,-0.518576697,12.87151058,0.00712,0.00628,0.00574,0.02709,0.06279,0.03933,0.18914,0.18137,17.34753627,4.411514093,15.90141924,11.08883017,67.2333262,65.08838036,60.5731284,53.65463821,270.2140918,276.8416704,290.9264767,747.8597135,2103.690183,2161.993538,2303.009339,2441.767299,3316.532179,3092.553321,3262.301598,3336.365337,123.9127089,119.5707264,119.4731271,127.5904537
157,MM02,3,31,FALSE,FALSE,say,na,0.824898565,1.206932381,0.382033816,n,,sonorant,a,M,0.144499837,0.237533979,6.239424319,4.163375622,1.80344793,7.94470457,0.01762,0.00962,0.00397,0.02839,0.08189,0.07758,0.07781,0.16157,6.257977584,1.572593797,2.472112679,4.216377077,63.5825103,60.1922473,58.08715199,54.59733202,628.5340188,654.2065269,1353.597048,1386.943905,1589.857559,1539.877201,1969.689898,1683.750486,2756.38484,3045.071022,3269.943817,3156.76918,124.1097494,117.539151,116.6362222,123.557106
158,MM02,3,32,FALSE,FALSE,say,te,0.905413188,1.208203695,0.302790507,t,,obstruent,e,M,0.037328813,0.265461694,2.341623343,-2.387773915,-0.712739549,13.50770772,0.02245,0.00847,NA,0.01493,0.10862,0.13473,NA,0.24105,11.60266119,0.132680462,-4.31499288,11.29973982,70.26159055,65.32577693,62.00267686,53.69591436,348.4795713,329.0826744,331.1680834,707.5318659,2188.406658,2302.923071,2362.798187,2352.537558,2789.166142,2973.452712,3046.707953,2929.670095,129.53697,119.9780722,119.1321168,128.5580405
159,MM02,3,33,FALSE,FALSE,say,ne,1.003215242,1.413498503,0.410283261,n,,sonorant,e,M,0.165876566,0.244406695,0.827515818,-0.963011853,-0.131635792,6.207975039,0.00935,0.00862,0.01563,0.0188,0.08166,NA,NA,0.18893,20.10605187,0.26663187,-6.410914148,15.90809208,64.23313945,64.29433135,62.05388241,57.57437801,344.8578388,335.439424,326.0682764,329.8316786,2224.215557,2237.621185,2263.973816,2195.15883,2678.342606,2845.797485,2772.2147,2615.456743,122.0107988,119.3070212,119.3905692,123.5424593
160,MM02,3,34,FALSE,FALSE,say,na,1.467988726,1.781168126,0.3131794,n,,sonorant,a,L,0.138594981,0.174584419,0.633738601,-0.716463205,-6.698916646,-5.68770452,NA,NA,NA,NA,NA,NA,NA,NA,-2.747666161,1.566396185,0.118920321,-2.655109422,60.60816814,58.64936912,56.3249173,50.4183669,692.1463336,729.1737847,718.2980529,691.3567104,1525.739341,1392.380612,1446.743054,1405.959272,2863.049599,2950.778768,2994.110436,3013.130917,104.6985761,99.21373256,92.61962347,86.41016822
161,MM02,3,35,FALSE,FALSE,say,le,1.171297013,1.632444459,0.461147447,l,,sonorant,e,M,0.174829312,0.286318135,-0.291694311,-0.868371514,-1.21967407,6.854319484,0.00584,0.00485,0.00992,0.01474,0.06186,0.05523,0.082,0.2561,16.31138189,15.37102695,18.26326034,12.27692452,68.25844715,65.14577496,62.5538968,55.04313423,338.637623,316.201343,333.6125604,321.8769825,2181.127648,2204.476272,2257.160855,2055.465477,2681.877543,2867.329629,2732.989188,2678.51481,126.295878,124.3305038,122.6113975,123.3419121
162,MM02,3,36,FALSE,FALSE,say,no,1.344026488,1.802403997,0.45837751,n,,sonorant,o,H,0.156796503,0.301581007,2.982230221,0.072898308,5.185932186,16.53678227,0.00385,0.00305,0.00402,0.0196,0.05195,0.04091,0.09466,0.16622,18.70898363,31.07102281,23.61372648,18.42392551,74.56645614,72.74631993,66.17206422,57.31139074,366.6521914,351.5405547,377.3078464,382.6545662,628.3685817,553.8151861,1488.603606,2039.4644,2745.606198,2835.839398,3153.373785,3336.902554,143.3105685,143.2637061,141.2033167,144.6535346
163,MM02,3,37,FALSE,FALSE,say,te,1.058959362,1.409859344,0.350899983,t,,obstruent,e,H,0.058838382,0.292061601,0.301883578,2.830466976,4.572934144,15.83312048,0.02168,0.00345,0.00422,0.0212,0.035,0.03667,0.05781,0.15851,16.32309544,21.86365324,20.74894364,15.93596527,70.95228744,69.74145427,65.60654536,58.77354387,347.9397863,334.1454165,309.2282868,476.194434,1985.307968,1966.256969,1885.968199,2101.892417,2444.854552,2397.525817,2493.327491,2714.88854,154.1918913,142.0821704,143.0117765,143.4213403
164,MM02,3,38,FALSE,FALSE,say,ni,0.630139793,1.110346415,0.480206621,n,,sonorant,i,H,0.167882151,0.31232447,4.045686609,4.072034729,10.41894447,14.67975115,0.00351,0.00268,0.00545,0.00799,0.02514,0.04757,0.07802,0.17109,25.78452597,26.66813596,20.62502786,20.92271125,75.84580156,72.9652094,68.05531757,60.98030067,289.0819111,290.4433451,292.0663328,499.7975924,2459.95125,2502.274199,2391.449275,2304.464345,3152.967062,3536.321458,3545.036072,3435.355693,146.4350382,145.593586,146.5315122,143.4229058
165,MM02,3,39,FALSE,FALSE,say,tu,1.001457511,1.271591519,0.270134008,t,,obstruent,u,L,0.110889572,0.159244436,8.692078108,6.81379063,-2.631869428,-2.729239437,NA,0.03619,0.01378,0.01078,NA,NA,NA,NA,-0.974039592,0.771497222,1.290088649,1.119106024,59.41713443,57.08720381,52.44846594,48.65591615,325.3710569,355.3268071,391.6295818,374.8526448,1777.997078,1778.198752,1697.014361,1641.914227,2614.926566,2881.561583,2760.505706,2470.852072,108.4042323,96.2311149,91.16083437,99.5146943
166,MM02,3,40,FALSE,FALSE,say,ti,0.566681785,0.803257015,0.23657523,t,,obstruent,i,L,0.085876133,0.150699097,9.194896377,14.26141697,-7.135100664,-3.466661773,0.04585,NA,NA,NA,NA,NA,NA,NA,7.718520346,6.067052466,3.399342019,3.97111039,60.35983331,55.6671138,51.72252228,50.628908,320.7498034,312.8790902,280.0239229,328.743403,2373.299936,2398.043141,2379.954038,2342.296664,3194.254047,3372.374041,3423.384117,3444.002427,115.1249212,97.97526895,90.96094471,87.63331301
167,MM02,3,41,FALSE,FALSE,say,tE,1.458944446,1.788338255,0.329393809,t,,obstruent,E,H,0.014672021,0.314721788,2.25901279,2.193170365,5.682595003,25.42531589,0.02149,0.00264,0.00609,0.01657,0.11823,0.03768,0.12065,0.1554,12.92382108,17.80375373,13.44356886,13.53709074,72.71048926,72.58546966,66.92113198,56.14953871,537.8591515,548.7369787,409.5757816,629.25926,1997.015456,1981.973779,1910.806121,1985.638399,2802.60952,2384.901392,2580.989728,2911.705473,151.1762698,148.4290782,147.0091004,147.7548834
168,MM02,3,42,FALSE,FALSE,say,to,1.322771898,1.638611949,0.315840051,t,,obstruent,o,H,0.02201916,0.293820891,-0.96985568,-3.171320745,0.607196989,15.90298007,0.0197,0.00125,0.00378,0.00685,0.07862,0.01677,0.10742,0.15123,20.91318532,32.79671205,21.62162371,17.11560119,72.44321129,71.79557501,66.44750246,58.49188448,336.2322731,310.7138313,308.1071266,495.8101593,633.6277772,561.4982291,502.2256281,2433.155249,2854.174311,2766.276191,2858.656084,3536.844211,152.7413407,145.2847691,143.2366078,146.1516153
169,MM02,3,43,FALSE,FALSE,say,lo,0.961405691,1.374239851,0.41283416,l,,sonorant,o,H,0.115129788,0.297704372,0.121839002,-1.369145079,7.04345214,18.74078752,0.00649,0.00148,0.00336,0.01157,0.02332,0.04206,0.10347,0.11265,26.13378231,30.64268806,21.04742631,21.15924526,72.04026139,71.26201295,65.94690296,57.39516008,312.6616588,304.8105893,402.1454794,477.1878057,838.9815445,704.751389,1165.21545,1959.421348,2504.380596,2583.051921,2855.059891,3243.963916,145.2778685,145.5894158,144.6299518,147.2964457
170,MM02,3,44,FALSE,FALSE,say,tO,1.312771831,1.493456986,0.180685155,t,,obstruent,O,L,0.019579793,0.161105362,6.975352098,-4.840230437,3.509846116,0.162012407,0.1431,0.04533,0.01732,NA,0.1055,0.25837,NA,NA,-1.39713072,-2.070750179,0.086067572,1.425632835,67.41498684,62.66880373,58.30794472,52.17377439,479.1254187,509.6354985,518.3853186,439.473941,1878.528954,680.8717084,730.297846,676.8827835,3217.696187,2816.843764,2670.765219,2647.176085,119.9897704,109.0291909,99.83094318,94.73727122
171,MM02,3,45,FALSE,FALSE,say,ni,1.145803496,1.605275349,0.459471853,n,,sonorant,i,M,0.144646224,0.314825629,3.447930256,2.189709236,3.424842094,15.30816645,0.00327,0.00189,0.00632,0.01316,0.01803,0.02973,0.10633,0.13911,24.67189119,30.22371872,24.56540507,20.36232191,73.59496383,71.56468144,66.44381593,57.47964233,277.7833778,269.8869518,244.0301899,268.0728104,2517.79088,2484.285388,2167.87072,2029.10998,3313.455637,3398.271422,3101.211125,2639.811308,133.5401538,132.1831998,130.4691212,132.6160487
172,MM02,3,46,FALSE,FALSE,say,tE,0.960433078,1.20437785,0.243944772,t,,obstruent,E,L,0.01322937,0.230715401,16.32939529,0.345298771,-13.79411638,NA,0.05721,NA,NA,NA,0.0637,NA,NA,NA,5.225074715,1.279921104,-1.149499234,0.050745682,65.68241516,58.55901337,54.61662919,51.89409283,410.078976,527.1206038,527.392372,736.650348,2002.385709,2038.925294,2020.392204,1963.56458,2712.177,2956.9813,2606.418969,2741.596967,129.7302819,104.4646706,90.22835515,NA
173,MM02,3,47,FALSE,FALSE,say,tO,1.679038303,2.045494235,0.366455932,t,,obstruent,O,M,0.016134615,0.350321317,5.222280344,1.3154164,5.10386351,14.1239767,0.02407,0.00537,0.00802,0.02415,0.08214,0.04474,0.10354,0.20518,9.728053722,14.22909244,14.81662896,12.52409807,67.9734348,65.79822167,61.30876448,54.99657334,723.54492,661.5535818,592.5755681,762.693418,2472.14559,2402.091925,1761.152757,2624.089004,3166.306036,3477.828917,3232.958348,3178.737432,133.1850674,129.23469,126.3125767,129.1093267
174,MM02,3,48,FALSE,FALSE,say,la,3.079205849,3.450154308,0.370948459,l,,sonorant,a,M,0.088386444,0.282562015,5.222450867,2.918012246,4.227032218,17.56788057,0.0114,0.00884,0.01469,0.03126,0.04821,0.04287,0.13689,0.12338,8.659187066,9.696139128,7.212461093,5.107076637,66.55587747,64.49354484,59.95596866,52.55459154,641.9441549,691.379515,840.9447947,1354.996387,1381.595394,1440.849679,1535.426723,1798.168319,2723.247837,2547.516815,2610.647052,2878.541433,133.5396223,128.3141797,125.7364788,134.78906
175,MM02,3,49,FALSE,FALSE,say,nE,1.574849246,2.065365483,0.490516237,n,,sonorant,E,H,0.210708926,0.279807311,10.37292303,7.510697701,10.92915274,19.16981936,0.00822,0.00428,0.00593,0.03241,0.10839,0.10168,0.15701,0.18361,14.96830343,15.03811338,13.13981347,11.29720126,73.9053394,73.32379519,68.98342385,55.79523006,498.9704959,561.180139,488.2867381,1652.975492,1870.09805,1873.250121,1881.944221,2509.453727,2950.863883,2665.574246,2728.977806,3563.704198,151.3798102,151.4495176,154.0017077,155.4306202
176,MM02,3,50,FALSE,FALSE,say,nE,1.564182559,2.029640448,0.465457889,n,,sonorant,E,M,0.157827675,0.307630214,2.313293427,2.065410068,5.31690844,15.44752915,0.01337,0.00459,0.01389,0.02773,0.02679,0.06048,0.0721,0.30403,11.96887601,12.60381313,9.32669812,8.307517455,71.58841087,69.7645922,64.02111127,56.86295477,525.86849,560.9503957,463.100878,1703.981084,1959.567245,1978.147515,1911.907351,2429.918051,2877.066758,2930.841166,3029.349528,3581.990115,129.7072107,127.5181192,127.3422049,128.7941919
177,MM02,3,51,FALSE,FALSE,say,lE,1.276311979,1.714353412,0.438041433,l,,sonorant,E,H,0.136997662,0.301043772,6.065940979,3.714402021,12.97249738,19.07126551,0.00998,0.00566,0.00913,0.01051,0.05792,0.06633,0.1568,0.10902,11.49654726,14.53850433,13.88551323,NA,72.76934449,69.12873652,62.65022088,52.84213227,426.8845385,456.3521044,344.1493613,284.4779955,2008.347629,2017.082929,1978.792956,1869.384992,2814.616967,2524.198878,2351.286413,2514.296498,148.7804358,147.1052832,150.241151,153.3231759
178,MM02,3,52,FALSE,FALSE,say,ta,1.116322054,1.397141046,0.280818991,t,,obstruent,a,H,0.011841765,0.268977226,1.968728335,1.73735129,6.562420464,23.63496181,0.00717,0.00622,0.00828,0.01468,0.03543,0.06761,0.07802,0.07282,14.15050218,13.28488286,11.0640008,9.546095701,71.1301765,68.57930813,63.78350172,58.58173878,666.1341295,656.640536,902.1364041,1398.264007,1324.429936,1299.848731,1704.007341,2064.984687,2853.439937,2794.309695,2939.752355,3085.768962,150.2703233,143.9910987,142.313056,150.5158126
179,MM02,3,53,FALSE,FALSE,say,le,0.949927075,1.431275299,0.481348224,l,,sonorant,e,H,0.178256058,0.303092166,3.350062005,-3.107228225,8.456336864,22.0322069,0.00721,0.00177,0.00607,0.01393,0.04856,0.06244,0.05199,0.15781,21.19760761,24.03777326,18.93732093,20.14734256,74.50778046,71.48523048,66.00460924,57.88722921,338.8220033,344.8907421,297.2306672,177.9297321,1757.736163,1970.783811,1906.945556,1885.851891,2719.457469,2763.456907,2581.649382,2587.340085,152.7152891,153.3516569,150.5102642,151.7247339
180,MM02,3,54,FALSE,FALSE,say,tu,1.078022733,1.525929705,0.447906972,t,,obstruent,u,M,0.103030505,0.344876467,5.081176474,4.180757556,4.046894942,18.42130954,0.02269,0.00706,0.00394,0.02404,0.07853,0.05096,0.10762,0.12931,18.911819,20.53215852,16.84459395,14.27012266,63.64428087,63.89466521,58.73674796,53.40236615,273.5030801,365.52117,584.6114496,851.7259436,1732.994202,1791.866584,1935.277408,2020.809641,2971.208699,3152.924845,3644.403907,3567.259926,135.9859017,131.5874509,127.9632453,132.1408068
181,MM02,3,55,FALSE,FALSE,say,ne,0.883487068,1.217670833,0.334183765,n,,sonorant,e,L,0.146421316,0.187762449,0.241243349,1.707370038,2.585458439,-1.924060078,NA,0.0987,0.11746,NA,NA,0.18171,0.24745,NA,5.471227804,1.907758594,1.752667014,2.20291419,62.07733587,57.49111753,55.78343123,51.1972505,386.9946067,368.0444025,384.0528115,279.1395187,2149.281031,2168.186349,2191.248793,2135.752625,2929.971909,2920.089963,3096.652752,2788.746793,105.8876802,98.05715721,93.72136822,90.53433621
182,MM02,3,56,FALSE,FALSE,say,tO,1.049525288,1.265244113,0.215718825,t,,obstruent,O,L,0.042467387,0.173251438,9.519498227,1.110648787,-6.706877105,NA,0.0855,NA,NA,NA,0.04048,NA,NA,NA,-4.044803206,-3.164790265,-0.181667716,-2.48268231,62.31394484,58.74353002,58.06282662,52.30966175,453.3786832,381.1415174,401.4306349,336.3104192,2687.518477,1267.683734,688.2106396,1363.826064,3325.818148,3160.866896,2890.519628,3029.816879,125.5372065,103.7491226,94.70470366,NA
183,MM02,3,57,FALSE,FALSE,say,lu,0.901421809,1.276991614,0.375569805,l,,sonorant,u,M,0.119062623,0.256507182,2.203798426,2.569742511,0.407918363,6.449820886,0.0088,0.00778,0.00558,0.0262,0.06597,0.05516,0.06577,0.14331,24.83071508,25.85974859,19.33686364,13.1266474,66.10813836,64.17124256,63.1158928,55.46963737,288.2362154,283.1261851,291.8529893,707.8857032,1493.370932,1326.357167,1182.362504,1728.876742,2371.224831,2460.736447,2472.815756,3005.12915,128.294205,126.3161989,128.6530277,127.7842663
184,MM02,3,58,FALSE,FALSE,say,nu,1.08694416,1.49658634,0.40964218,n,,sonorant,u,H,0.173566649,0.236075531,11.45261451,8.462285035,10.50850899,16.85836397,0.00437,0.00349,0.00352,0.01753,0.06135,0.03353,0.13436,0.21222,23.84082466,26.17867806,23.16634314,18.27080017,73.83534387,71.82966195,67.8261734,57.56262048,402.8919016,320.9868095,268.2312069,195.0072888,2017.031137,1973.433188,1830.231402,1757.662147,3477.394033,3507.792951,3314.574566,2894.806067,152.175144,152.1705758,153.7713855,157.8459829
185,MM02,3,59,FALSE,FALSE,say,lO,1.040541166,1.391809953,0.351268787,l,,sonorant,O,L,0.151921813,0.199346974,2.589756311,-9.138855519,1.018406864,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.875248954,-2.753125009,-3.756692245,-3.478484238,60.87411193,58.29364595,53.35818655,50.90141527,893.0421117,715.9680741,656.8404485,589.3254973,2069.28975,1748.145807,1233.501741,842.1479666,2990.608437,2892.341419,2704.056421,2722.347961,100.9317692,92.69298387,91.49475593,NA
186,MM02,3,60,FALSE,FALSE,say,na,1.472630657,1.907426304,0.434795647,n,,sonorant,a,H,0.126068108,0.308727539,6.404605093,4.747551574,6.735654893,18.33688324,0.00707,0.00581,0.00704,0.01251,0.03805,0.04177,0.09434,0.14309,14.60599848,16.01118933,15.68970913,12.94089932,71.62996571,70.76248918,67.59787937,57.08794978,601.6758749,904.7083343,1015.091165,1456.249113,1771.59576,1958.963219,1725.585769,1826.126164,3046.889687,3152.207885,3180.128208,3524.88289,143.8511057,142.9111602,144.1588441,142.448863
187,MM02,3,61,FALSE,FALSE,say,nO,0.960818446,1.403518529,0.442700083,n,,sonorant,O,H,0.167557586,0.275142497,8.368064036,3.916535256,5.799617118,19.24565719,0.00539,0.00683,0.00903,0.01943,0.02912,0.03369,0.11147,0.17789,17.78640382,17.36787553,18.33154476,13.16067994,69.35189159,68.96168966,66.36935015,56.19124951,616.3543177,580.5531204,876.1809959,1042.261045,2001.557165,1690.356791,2032.211427,2313.927649,2994.656961,3014.308546,3039.443168,3302.201425,150.1685401,147.3769365,145.6359062,150.9865397
188,MM02,3,62,FALSE,FALSE,say,te,1.164800119,1.382157702,0.217357583,t,,obstruent,e,L,0.029086337,0.188271246,1.99224099,0.460115638,-8.881627442,-18.57420949,0.07952,NA,NA,NA,0.26623,NA,NA,NA,7.129435471,-1.365625864,-0.727286088,-0.599973157,64.5673989,58.94036544,56.84946038,53.27890974,303.9765724,337.6963782,349.0769831,349.1887539,2266.49754,2347.336922,2332.576075,2308.204974,3073.326404,3255.717027,3262.366848,3368.941387,121.0487246,99.99917742,91.18016155,84.6834915
189,MM02,3,63,FALSE,FALSE,say,lE,0.874315289,1.188034278,0.313718989,l,,sonorant,E,L,0.100221293,0.213497695,0.593841231,-3.769779337,-7.523699919,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.165013347,-0.15253299,-0.2043076,0.559081444,60.88623451,62.47881563,57.96155216,51.50667315,564.926858,549.6925378,534.1565776,524.3984771,1965.797485,2009.710959,1975.646723,1980.392652,2766.903369,2823.628084,2752.864811,2729.492828,104.1866167,95.48024637,86.18335149,NA
190,MM02,4,1,FALSE,FALSE,say,la,4.140782631,4.54486738,0.404084749,l,,sonorant,a,H,0.128328474,0.275756275,3.736434296,3.997615283,8.725637127,14.54574295,0.0115,0.00676,0.01488,0.03008,0.06812,0.06577,0.1018,0.07687,11.63346895,11.83887749,8.534902279,5.709963831,69.83833123,68.33468381,64.91499096,56.97312265,733.393186,696.4196998,1383.335616,1408.736726,1560.610571,1608.267856,1898.024763,2589.827131,2744.680069,2618.927625,3003.035567,3158.715277,146.4120024,144.7724471,145.9129908,142.7741186
191,MM02,4,2,FALSE,FALSE,say,lu,0.9544477,1.345405131,0.390957431,l,,sonorant,u,M,0.128282907,0.262674524,2.633718288,2.713336515,4.032312279,10.59854471,0.00832,0.00773,0.0123,0.00652,0.1029,0.09333,0.15123,0.29578,25.75933142,29.38370586,21.18042656,15.19027791,67.72755786,66.25007801,58.86842755,53.11921625,316.0655377,323.9501468,465.9285366,540.8395231,1226.713728,960.3193624,1723.348016,1880.850774,3122.556022,2802.734368,3388.598368,3457.544015,125.9964188,125.208453,122.365423,118.2728906
192,MM02,4,3,FALSE,FALSE,say,la,1.1489727,1.477828473,0.328855774,l,,sonorant,a,M,0.071032847,0.257822927,4.376684315,-0.279187852,2.91585312,16.36618743,0.00895,0.01299,0.01398,0.02822,0.06564,0.11792,0.08657,0.09151,5.182661104,6.391356979,6.204782474,1.929782759,65.08106738,64.16925275,61.08500078,55.67411122,741.0792305,728.68643,672.3488902,836.7030207,1469.29636,1488.591496,1497.236019,1629.437686,2698.954266,2537.766696,2627.425609,2907.084102,126.5547262,122.5110493,121.6908847,121.6785916
193,MM02,4,4,FALSE,FALSE,say,tu,1.557467773,1.974118306,0.416650533,t,,obstruent,u,H,0.12101862,0.295631914,0.120289606,6.844087319,9.524050448,29.24448777,0.01514,0.00437,0.03479,0.03309,0.09047,0.02606,0.1598,0.14986,19.06177279,24.59950561,16.20106829,14.90466287,66.03659083,67.06562724,60.43450784,54.47266586,325.2355523,278.5682098,251.886692,347.9923932,1790.546093,1625.751273,1386.274977,1958.45586,2959.598483,3174.600022,2606.780729,3440.450679,163.226877,152.5263736,155.1148352,152.3076173
194,MM02,4,5,FALSE,FALSE,say,nO,2.281625006,2.56881212,0.287187113,n,,sonorant,O,L,0.093380139,0.193806974,-0.004495641,2.056330153,1.207048797,-1.734248758,NA,NA,0.02148,0.03272,NA,NA,0.37572,0.05968,-5.580846159,-5.882933875,2.160604205,1.172809234,64.79743249,59.64114086,58.21539407,53.41266126,468.1461323,588.9743247,450.8200102,434.5928056,1992.953305,2023.514995,801.1986765,642.199209,3480.001758,3428.891966,3287.538899,3095.271955,111.9522947,101.0374921,95.21684223,91.64584878
195,MM02,4,6,FALSE,FALSE,say,ti,1.794691963,2.13793505,0.343243087,t,,obstruent,i,H,0.0885231,0.254719987,-0.317177129,1.086787317,8.570448158,10.72300118,0.01251,0.00588,0.00491,0.02831,0.0885,0.02748,0.15562,0.22761,22.68046479,22.09970345,19.52321996,15.82090839,70.79876852,72.46393174,66.88754533,56.52610985,284.8114398,265.2590558,361.2228861,435.9341321,2366.535494,2366.941786,2484.783551,2418.617167,3322.791343,3480.382508,3239.639502,3295.167626,155.2575061,146.6190062,142.4199496,146.4452556
196,MM02,4,7,FALSE,FALSE,say,tO,0.828648801,1.054030291,0.22538149,t,,obstruent,O,L,0.013077901,0.212303589,5.198035942,0.117442405,-2.175320145,-18.86438967,0.08245,0.06137,0.06132,NA,0.19883,0.09598,0.15164,NA,-2.460497696,0.574459427,0.689232784,-1.251660918,63.25120299,62.56705022,55.37157838,50.0592421,673.5027962,570.6724318,575.5801193,453.3162724,2415.194438,2355.539115,1710.700424,725.9793273,2976.655431,2999.023563,3199.346931,2560.544532,116.6169313,98.80187428,93.9225677,88.51742371
197,MM02,4,8,FALSE,FALSE,say,lu,1.218042976,1.421471024,0.203428048,l,,sonorant,u,L,0.087605058,0.11582299,11.34187394,4.030298925,3.736949668,-0.86213224,NA,NA,NA,NA,NA,NA,NA,NA,8.17348706,8.794429343,4.810883465,3.03485589,54.55590714,51.65808723,46.27059399,43.91886306,704.1558122,638.2214698,600.8193708,1095.888944,2192.927179,2094.319284,1882.192034,2433.550773,3654.065427,3410.086157,3241.707692,3377.738572,99.76778479,96.63116203,94.14580431,93.30099081
198,MM02,4,9,FALSE,FALSE,say,tO,1.663983831,1.963309682,0.299325851,t,,obstruent,O,H,0.00889624,0.29042961,-1.480037488,1.847664693,6.057609797,25.38219306,0.0213,0.00267,0.01204,0.01622,0.0625,0.0602,0.07716,0.09753,9.213686716,18.36967925,15.21138166,15.56492551,72.62960032,69.14798682,63.19233255,55.51153524,602.7357816,466.3458015,617.3547529,752.2331907,852.5525516,839.6395234,2409.220062,2028.644067,2629.063802,2708.642175,3413.681822,3383.588893,153.9373106,142.2572669,144.9147827,149.2268326
199,MM02,4,10,FALSE,FALSE,say,lE,0.988334152,1.391647668,0.403313516,l,,sonorant,E,H,0.148203046,0.25511047,3.946916126,3.374999057,7.819674865,16.67271055,0.00382,0.00274,0.0098,0.0257,0.04198,0.03361,0.07944,0.201,13.71108421,14.9714041,14.04397907,11.70816056,69.72207932,68.73557298,65.32228405,58.3458427,456.6916464,485.247438,328.6572928,1873.837567,2006.97897,2077.679502,1942.811851,2495.966974,2487.768232,2626.719023,2538.892374,3396.936476,146.4552488,146.7223829,144.7860196,147.2314482
200,MM02,4,11,FALSE,FALSE,say,te,1.225805683,1.486653723,0.26084804,t,,obstruent,e,H,0.01514426,0.24570378,-1.671956905,-1.053762484,3.906028093,14.96096937,0.01698,0.00194,0.00343,0.01782,0.0577,0.02834,0.0917,0.19368,20.41428723,24.45874219,21.16597173,20.09138302,72.06671493,72.03290207,67.82359268,60.35405664,301.060913,294.7541507,275.2905353,167.1143274,2296.825623,2326.746082,2149.772702,2185.366916,2751.146702,2629.013246,2621.605843,2780.112197,146.7031104,143.0546327,141.1041637,143.5740187
